estimator,model,subset,feat_type,fold,n_test,n_test_subjects,accuracy,balanced_accuracy,roc_auc,best_score_inner,tn,fp,fn,tp
svm,both_lateral__C,both_lateral,C,7,27,1,0.5555555555555556,0.5384615384615384,0.7692307692307693,0.6687466280489537,14.0,0.0,12.0,1.0
svm,both_lateral__C,both_lateral,C,8,25,1,0.96,0.9545454545454546,0.9935064935064936,0.5926946312652496,14.0,0.0,1.0,10.0
svm,both_lateral__C,both_lateral,C,9,25,1,0.84,0.8571428571428572,0.9805194805194806,0.603930889807237,10.0,4.0,0.0,11.0
svm,both_lateral__C,both_lateral,C,10,24,1,0.5416666666666666,0.520979020979021,0.5104895104895104,0.6642064842575336,10.0,3.0,8.0,3.0
svm,left_lateral__A,left_lateral,A,1,32,1,0.65625,0.6647058823529413,0.7725490196078431,0.6450396825396826,12.0,3.0,8.0,9.0
svm,left_lateral__A,left_lateral,A,2,30,1,0.6333333333333333,0.6071428571428571,0.6919642857142857,0.6861874496588053,3.0,11.0,0.0,16.0
svm,left_lateral__A,left_lateral,A,3,29,1,0.3103448275862069,0.30952380952380953,0.3761904761904762,0.7075106465350368,5.0,10.0,10.0,4.0
svm,left_lateral__A,left_lateral,A,4,28,1,0.4642857142857143,0.4642857142857143,0.47959183673469385,0.7150236478086733,13.0,1.0,14.0,0.0
svm,left_lateral__A,left_lateral,A,5,28,1,0.32142857142857145,0.32142857142857145,0.09693877551020406,0.6781479219085572,9.0,5.0,14.0,0.0
svm,left_lateral__A,left_lateral,A,6,28,1,0.8928571428571429,0.8928571428571428,0.9795918367346939,0.5896151179758666,12.0,2.0,1.0,13.0
svm,left_lateral__A,left_lateral,A,7,27,1,0.6296296296296297,0.6153846153846154,0.4835164835164836,0.6171459944857562,14.0,0.0,10.0,3.0
svm,left_lateral__A,left_lateral,A,8,25,1,1.0,1.0,1.0,0.5866060737019331,14.0,0.0,0.0,11.0
svm,left_lateral__A,left_lateral,A,9,25,1,0.92,0.9285714285714286,1.0,0.6075817734921536,12.0,2.0,0.0,11.0
svm,left_lateral__A,left_lateral,A,10,24,1,0.5833333333333334,0.5664335664335665,0.5664335664335665,0.6593446416191737,10.0,3.0,7.0,4.0
svm,left_lateral__B,left_lateral,B,1,32,1,0.4375,0.43529411764705883,0.4196078431372549,0.5501984126984127,6.0,9.0,9.0,8.0
svm,left_lateral__B,left_lateral,B,2,30,1,0.36666666666666664,0.3660714285714286,0.35267857142857145,0.5507558710905279,5.0,9.0,10.0,6.0
svm,left_lateral__B,left_lateral,B,3,29,1,0.5517241379310345,0.5571428571428572,0.580952380952381,0.5193424461717145,6.0,9.0,4.0,10.0
svm,left_lateral__B,left_lateral,B,4,28,1,0.5714285714285714,0.5714285714285714,0.6020408163265306,0.5064840151340434,8.0,6.0,6.0,8.0
svm,left_lateral__B,left_lateral,B,5,28,1,0.4642857142857143,0.4642857142857143,0.5612244897959184,0.49271814402273845,9.0,5.0,10.0,4.0
svm,left_lateral__B,left_lateral,B,6,28,1,0.4642857142857143,0.4642857142857143,0.489795918367347,0.5040034019047065,6.0,8.0,7.0,7.0
svm,left_lateral__B,left_lateral,B,7,27,1,0.25925925925925924,0.2554945054945055,0.2142857142857143,0.5371700682250881,5.0,9.0,11.0,2.0
svm,left_lateral__B,left_lateral,B,8,25,1,0.68,0.6753246753246753,0.6883116883116883,0.45675661075547636,10.0,4.0,4.0,7.0
svm,left_lateral__B,left_lateral,B,9,25,1,0.6,0.5746753246753247,0.6493506493506493,0.4731923398968209,11.0,3.0,7.0,4.0
svm,left_lateral__B,left_lateral,B,10,24,1,0.5833333333333334,0.5664335664335665,0.7482517482517483,0.4985797117107384,10.0,3.0,7.0,4.0
svm,left_lateral__C,left_lateral,C,1,32,1,0.625,0.611764705882353,0.6784313725490196,0.6908424908424907,6.0,9.0,3.0,14.0
svm,left_lateral__C,left_lateral,C,2,30,1,0.6666666666666666,0.6428571428571428,0.7723214285714286,0.6873601441100022,4.0,10.0,0.0,16.0
svm,left_lateral__C,left_lateral,C,3,29,1,0.6896551724137931,0.6952380952380952,0.780952380952381,0.677320646832842,8.0,7.0,2.0,12.0
svm,left_lateral__C,left_lateral,C,4,28,1,0.75,0.75,0.846938775510204,0.6710407667582937,13.0,1.0,6.0,8.0
svm,left_lateral__C,left_lateral,C,5,28,1,0.5357142857142857,0.5357142857142857,0.40816326530612246,0.6993263716179201,1.0,13.0,0.0,14.0
svm,left_lateral__C,left_lateral,C,6,28,1,0.75,0.75,0.8112244897959183,0.6675673541810808,14.0,0.0,7.0,7.0
svm,left_lateral__C,left_lateral,C,7,27,1,0.5555555555555556,0.5384615384615384,0.5879120879120879,0.6921870119544539,14.0,0.0,12.0,1.0
svm,left_lateral__C,left_lateral,C,8,25,1,0.96,0.9642857142857143,0.9935064935064936,0.6119731878381907,13.0,1.0,0.0,11.0
svm,left_lateral__C,left_lateral,C,9,25,1,0.92,0.9285714285714286,1.0,0.6519415858610413,12.0,2.0,0.0,11.0
svm,left_lateral__C,left_lateral,C,10,24,1,0.6666666666666666,0.6363636363636364,0.7272727272727273,0.708534784683395,13.0,0.0,8.0,3.0
svm,right_lateral__A,right_lateral,A,1,32,1,0.9375,0.9333333333333333,0.9647058823529412,0.6631715506715506,13.0,2.0,0.0,17.0
svm,right_lateral__A,right_lateral,A,2,30,1,0.7,0.6785714285714286,0.9598214285714286,0.6904616465024859,5.0,9.0,0.0,16.0
svm,right_lateral__A,right_lateral,A,3,29,1,0.4827586206896552,0.4904761904761905,0.5428571428571428,0.7394204711277883,4.0,11.0,4.0,10.0
svm,right_lateral__A,right_lateral,A,4,28,1,0.5714285714285714,0.5714285714285714,0.6275510204081634,0.7524397515889291,10.0,4.0,8.0,6.0
svm,right_lateral__A,right_lateral,A,5,28,1,0.25,0.25,0.12755102040816327,0.7259307623743245,2.0,12.0,9.0,5.0
svm,right_lateral__A,right_lateral,A,6,28,1,0.8214285714285714,0.8214285714285714,0.9795918367346939,0.6174391248129195,14.0,0.0,5.0,9.0
svm,right_lateral__A,right_lateral,A,7,27,1,0.5185185185185185,0.5,0.3516483516483517,0.6219912154398824,14.0,0.0,13.0,0.0
svm,right_lateral__A,right_lateral,A,8,25,1,0.72,0.6818181818181819,0.9805194805194805,0.5314151563442545,14.0,0.0,7.0,4.0
svm,right_lateral__A,right_lateral,A,9,25,1,0.84,0.8571428571428572,0.9870129870129871,0.5557131152706876,10.0,4.0,0.0,11.0
svm,right_lateral__A,right_lateral,A,10,24,1,0.5833333333333334,0.5664335664335665,0.4405594405594405,0.6529522188909597,10.0,3.0,7.0,4.0
svm,right_lateral__B,right_lateral,B,1,32,1,0.375,0.37254901960784315,0.388235294117647,0.40538766788766784,5.0,10.0,10.0,7.0
svm,right_lateral__B,right_lateral,B,2,30,1,0.36666666666666664,0.3660714285714286,0.3883928571428571,0.39277282243816564,5.0,9.0,10.0,6.0
svm,right_lateral__B,right_lateral,B,3,29,1,0.3793103448275862,0.37857142857142856,0.26666666666666666,0.38671491110515505,6.0,9.0,9.0,5.0
svm,right_lateral__B,right_lateral,B,4,28,1,0.32142857142857145,0.3214285714285714,0.2857142857142857,0.4291963000130896,4.0,10.0,9.0,5.0
svm,right_lateral__B,right_lateral,B,5,28,1,0.25,0.25,0.17346938775510204,0.44470467768822847,7.0,7.0,14.0,0.0
svm,right_lateral__B,right_lateral,B,6,28,1,0.2857142857142857,0.2857142857142857,0.1581632653061224,0.4168920982590863,7.0,7.0,13.0,1.0
svm,right_lateral__B,right_lateral,B,7,27,1,0.5185185185185185,0.5302197802197802,0.5714285714285714,0.46762199796799914,3.0,11.0,2.0,11.0
svm,right_lateral__B,right_lateral,B,8,25,1,0.64,0.6298701298701299,0.6428571428571428,0.40145990330335196,10.0,4.0,5.0,6.0
svm,right_lateral__B,right_lateral,B,9,25,1,0.4,0.38636363636363635,0.39610389610389607,0.44984874267347325,7.0,7.0,8.0,3.0
svm,right_lateral__B,right_lateral,B,10,24,1,0.2916666666666667,0.31118881118881114,0.19580419580419578,0.42637234511879996,1.0,12.0,5.0,6.0
svm,right_lateral__C,right_lateral,C,1,32,1,0.71875,0.7078431372549019,0.9333333333333333,0.6042582417582417,8.0,7.0,2.0,15.0
svm,right_lateral__C,right_lateral,C,2,30,1,0.7666666666666667,0.75,0.9464285714285714,0.6207006109161526,7.0,7.0,0.0,16.0
svm,right_lateral__C,right_lateral,C,3,29,1,0.3793103448275862,0.3880952380952381,0.30952380952380953,0.6876842669525597,2.0,13.0,5.0,9.0
svm,right_lateral__C,right_lateral,C,4,28,1,0.4642857142857143,0.4642857142857143,0.4489795918367347,0.6198226050750157,9.0,5.0,10.0,4.0
svm,right_lateral__C,right_lateral,C,5,28,1,0.5,0.5,0.3775510204081633,0.6584332192670252,0.0,14.0,0.0,14.0
svm,right_lateral__C,right_lateral,C,6,28,1,0.5714285714285714,0.5714285714285714,0.8265306122448979,0.6438856095691037,14.0,0.0,12.0,2.0
svm,right_lateral__C,right_lateral,C,7,27,1,0.5185185185185185,0.5,0.5109890109890111,0.67179462939531,14.0,0.0,13.0,0.0
svm,right_lateral__C,right_lateral,C,8,25,1,0.88,0.8636363636363636,0.9935064935064936,0.5604601644023085,14.0,0.0,3.0,8.0
svm,right_lateral__C,right_lateral,C,9,25,1,0.6,0.6331168831168831,0.7792207792207791,0.6204499005122942,5.0,9.0,1.0,10.0
svm,right_lateral__C,right_lateral,C,10,24,1,0.375,0.36713286713286714,0.3496503496503497,0.6653499176187775,6.0,7.0,8.0,3.0
xgb,bis_quatro__A,bis_quatro,A,1,32,1,0.75,0.7529411764705882,0.8078431372549021,0.6179487179487179,12.0,3.0,5.0,12.0
xgb,bis_quatro__A,bis_quatro,A,2,30,1,0.4666666666666667,0.46875,0.48214285714285715,0.6311165200841888,7.0,7.0,9.0,7.0
xgb,bis_quatro__A,bis_quatro,A,3,29,1,0.4827586206896552,0.4904761904761905,0.6190476190476191,0.5990500014890259,4.0,11.0,4.0,10.0
xgb,bis_quatro__A,bis_quatro,A,4,28,1,0.25,0.25,0.2295918367346939,0.6673614876961445,7.0,7.0,14.0,0.0
xgb,bis_quatro__A,bis_quatro,A,5,28,1,0.5,0.5,0.5,0.6039082081339596,5.0,9.0,5.0,9.0
xgb,bis_quatro__A,bis_quatro,A,6,28,1,0.7857142857142857,0.7857142857142858,0.7959183673469388,0.5273691613736992,9.0,5.0,1.0,13.0
xgb,bis_quatro__A,bis_quatro,A,7,27,1,0.5185185185185185,0.5,0.8736263736263737,0.5871301761829272,14.0,0.0,13.0,0.0
xgb,bis_quatro__A,bis_quatro,A,8,25,1,0.96,0.9545454545454546,0.9870129870129871,0.5675345956117369,14.0,0.0,1.0,10.0
xgb,bis_quatro__A,bis_quatro,A,9,25,1,0.84,0.8474025974025974,0.909090909090909,0.6116513158487066,11.0,3.0,1.0,10.0
xgb,bis_quatro__A,bis_quatro,A,10,24,1,0.5,0.5384615384615384,0.2797202797202797,0.6537647768504263,1.0,12.0,0.0,11.0
xgb,bis_quatro__B,bis_quatro,B,1,32,1,0.46875,0.46862745098039216,0.44313725490196076,0.5163766788766789,7.0,8.0,9.0,8.0
xgb,bis_quatro__B,bis_quatro,B,2,30,1,0.5666666666666667,0.5625,0.65625,0.4620156423900043,7.0,7.0,6.0,10.0
xgb,bis_quatro__B,bis_quatro,B,3,29,1,0.5172413793103449,0.5142857142857142,0.5333333333333333,0.4853330950891926,9.0,6.0,8.0,6.0
xgb,bis_quatro__B,bis_quatro,B,4,28,1,0.4642857142857143,0.4642857142857143,0.41836734693877553,0.4670085539342488,11.0,3.0,12.0,2.0
xgb,bis_quatro__B,bis_quatro,B,5,28,1,0.5357142857142857,0.5357142857142857,0.43367346938775514,0.5119189595933782,8.0,6.0,7.0,7.0
xgb,bis_quatro__B,bis_quatro,B,6,28,1,0.5,0.5,0.5153061224489797,0.5065690281231972,7.0,7.0,7.0,7.0
xgb,bis_quatro__B,bis_quatro,B,7,27,1,0.4074074074074074,0.40384615384615385,0.3021978021978022,0.5090809801530164,7.0,7.0,9.0,4.0
xgb,bis_quatro__B,bis_quatro,B,8,25,1,0.4,0.41558441558441556,0.4675324675324676,0.49268247665865356,4.0,10.0,5.0,6.0
xgb,bis_quatro__B,bis_quatro,B,9,25,1,0.6,0.6136363636363636,0.6428571428571428,0.4856733201883514,7.0,7.0,3.0,8.0
xgb,bis_quatro__B,bis_quatro,B,10,24,1,0.5416666666666666,0.548951048951049,0.6083916083916083,0.48799394970693893,6.0,7.0,4.0,7.0
xgb,bis_quatro__C,bis_quatro,C,1,32,1,0.625,0.6274509803921569,0.7529411764705882,0.6170940170940171,10.0,5.0,7.0,10.0
xgb,bis_quatro__C,bis_quatro,C,2,30,1,0.5666666666666667,0.5625,0.5535714285714286,0.6429289970129448,7.0,7.0,6.0,10.0
xgb,bis_quatro__C,bis_quatro,C,3,29,1,0.4482758620689655,0.4547619047619048,0.6047619047619048,0.567430536942732,4.0,11.0,5.0,9.0
xgb,bis_quatro__C,bis_quatro,C,4,28,1,0.39285714285714285,0.3928571428571429,0.36224489795918363,0.6124488104068365,9.0,5.0,12.0,2.0
xgb,bis_quatro__C,bis_quatro,C,5,28,1,0.5,0.5,0.5153061224489796,0.6343227737158538,0.0,14.0,0.0,14.0
xgb,bis_quatro__C,bis_quatro,C,6,28,1,0.8214285714285714,0.8214285714285714,0.8316326530612245,0.5746666832883509,10.0,4.0,1.0,13.0
xgb,bis_quatro__C,bis_quatro,C,7,27,1,0.5555555555555556,0.5384615384615384,0.9395604395604396,0.5711513702154655,14.0,0.0,12.0,1.0
xgb,bis_quatro__C,bis_quatro,C,8,25,1,0.92,0.9090909090909092,1.0,0.5920126227840351,14.0,0.0,2.0,9.0
xgb,bis_quatro__C,bis_quatro,C,9,25,1,0.76,0.775974025974026,0.8896103896103895,0.6002169822362675,9.0,5.0,1.0,10.0
xgb,bis_quatro__C,bis_quatro,C,10,24,1,0.4583333333333333,0.493006993006993,0.4895104895104896,0.6305089628969379,1.0,12.0,1.0,10.0
xgb,both_lateral__A,both_lateral,A,1,32,1,0.8125,0.807843137254902,0.9215686274509804,0.6395604395604396,11.0,4.0,2.0,15.0
xgb,both_lateral__A,both_lateral,A,2,30,1,0.7333333333333333,0.7142857142857143,0.59375,0.6921130800881228,6.0,8.0,0.0,16.0
xgb,both_lateral__A,both_lateral,A,3,29,1,0.4482758620689655,0.4357142857142857,0.4904761904761905,0.7138762321689152,12.0,3.0,13.0,1.0
xgb,both_lateral__A,both_lateral,A,4,28,1,0.8214285714285714,0.8214285714285714,0.8010204081632653,0.7056990560961065,13.0,1.0,4.0,10.0
xgb,both_lateral__A,both_lateral,A,5,28,1,0.5,0.5,0.6913265306122449,0.7195979006812813,0.0,14.0,0.0,14.0
xgb,both_lateral__A,both_lateral,A,6,28,1,0.9285714285714286,0.9285714285714286,0.9948979591836735,0.6248709222333726,12.0,2.0,0.0,14.0
xgb,both_lateral__A,both_lateral,A,7,27,1,0.5185185185185185,0.5,0.9010989010989011,0.6543269706911227,14.0,0.0,13.0,0.0
xgb,both_lateral__A,both_lateral,A,8,25,1,0.92,0.9090909090909092,1.0,0.599962635838983,14.0,0.0,2.0,9.0
xgb,both_lateral__A,both_lateral,A,9,25,1,0.68,0.7142857142857143,0.9220779220779222,0.5926811261468097,6.0,8.0,0.0,11.0
xgb,both_lateral__A,both_lateral,A,10,24,1,0.5833333333333334,0.5734265734265734,0.5174825174825175,0.6616270066355149,9.0,4.0,6.0,5.0
xgb,both_lateral__B,both_lateral,B,1,32,1,0.46875,0.4607843137254902,0.45882352941176474,0.4663461538461539,5.0,10.0,7.0,10.0
xgb,both_lateral__B,both_lateral,B,2,30,1,0.4666666666666667,0.4642857142857143,0.49107142857142855,0.454645137430163,6.0,8.0,8.0,8.0
xgb,both_lateral__B,both_lateral,B,3,29,1,0.4827586206896552,0.4809523809523809,0.3952380952380953,0.47008547008547,8.0,7.0,8.0,6.0
xgb,both_lateral__B,both_lateral,B,4,28,1,0.4642857142857143,0.4642857142857143,0.4285714285714286,0.46854242373244076,9.0,5.0,10.0,4.0
xgb,both_lateral__B,both_lateral,B,5,28,1,0.5,0.5,0.4897959183673469,0.46865860237953255,11.0,3.0,11.0,3.0
xgb,both_lateral__B,both_lateral,B,6,28,1,0.6071428571428571,0.6071428571428572,0.5510204081632653,0.45527485686305874,7.0,7.0,4.0,10.0
xgb,both_lateral__B,both_lateral,B,7,27,1,0.4074074074074074,0.40384615384615385,0.42307692307692313,0.4805973002229383,7.0,7.0,9.0,4.0
xgb,both_lateral__B,both_lateral,B,8,25,1,0.44,0.44155844155844154,0.4220779220779221,0.5049608801735859,6.0,8.0,6.0,5.0
xgb,both_lateral__B,both_lateral,B,9,25,1,0.52,0.5227272727272727,0.5844155844155844,0.48946150591074017,7.0,7.0,5.0,6.0
xgb,both_lateral__B,both_lateral,B,10,24,1,0.4583333333333333,0.458041958041958,0.4685314685314685,0.5180383365295446,6.0,7.0,6.0,5.0
xgb,both_lateral__C,both_lateral,C,1,32,1,0.875,0.8745098039215686,0.8784313725490196,0.6799603174603175,13.0,2.0,2.0,15.0
xgb,both_lateral__C,both_lateral,C,2,30,1,0.6666666666666666,0.6428571428571428,0.75,0.6558999707042815,4.0,10.0,0.0,16.0
xgb,both_lateral__C,both_lateral,C,3,29,1,0.5517241379310345,0.5571428571428572,0.3952380952380952,0.6669793621013133,6.0,9.0,4.0,10.0
xgb,both_lateral__C,both_lateral,C,4,28,1,0.75,0.75,0.7397959183673469,0.6982717603818002,9.0,5.0,2.0,12.0
xgb,both_lateral__C,both_lateral,C,5,28,1,0.5,0.5,0.6326530612244898,0.6566997161154847,0.0,14.0,0.0,14.0
xgb,both_lateral__C,both_lateral,C,6,28,1,0.8571428571428571,0.8571428571428571,0.9285714285714285,0.625962239688842,12.0,2.0,2.0,12.0
xgb,both_lateral__C,both_lateral,C,7,27,1,0.5185185185185185,0.5,0.8626373626373627,0.6622634786276306,14.0,0.0,13.0,0.0
xgb,both_lateral__C,both_lateral,C,8,25,1,0.92,0.9090909090909092,1.0,0.6111898909686772,14.0,0.0,2.0,9.0
xgb,both_lateral__C,both_lateral,C,9,25,1,0.8,0.8214285714285714,0.987012987012987,0.568092807173919,9.0,5.0,0.0,11.0
xgb,both_lateral__C,both_lateral,C,10,24,1,0.5416666666666666,0.534965034965035,0.5104895104895104,0.6538795703571654,8.0,5.0,6.0,5.0
xgb,left_lateral__A,left_lateral,A,1,32,1,0.78125,0.7745098039215685,0.8235294117647058,0.6914529914529913,10.0,5.0,2.0,15.0
xgb,left_lateral__A,left_lateral,A,2,30,1,0.7,0.6785714285714286,0.5669642857142857,0.7313270960463246,5.0,9.0,0.0,16.0
xgb,left_lateral__A,left_lateral,A,3,29,1,0.4827586206896552,0.4666666666666667,0.6666666666666667,0.6871258822478334,14.0,1.0,14.0,0.0
xgb,left_lateral__A,left_lateral,A,4,28,1,0.6428571428571429,0.6428571428571428,0.7704081632653061,0.7255422305053617,11.0,3.0,7.0,7.0
xgb,left_lateral__A,left_lateral,A,5,28,1,0.5,0.5,0.7806122448979592,0.6546124827463454,0.0,14.0,0.0,14.0
xgb,left_lateral__A,left_lateral,A,6,28,1,0.8214285714285714,0.8214285714285714,0.9336734693877551,0.5899188099982201,13.0,1.0,4.0,10.0
xgb,left_lateral__A,left_lateral,A,7,27,1,0.5185185185185185,0.5,0.8626373626373627,0.6023866314563989,14.0,0.0,13.0,0.0
xgb,left_lateral__A,left_lateral,A,8,25,1,0.92,0.9090909090909092,1.0,0.5961699484104476,14.0,0.0,2.0,9.0
xgb,left_lateral__A,left_lateral,A,9,25,1,0.92,0.9188311688311688,0.948051948051948,0.5884315155443912,13.0,1.0,1.0,10.0
xgb,left_lateral__A,left_lateral,A,10,24,1,0.5,0.5034965034965035,0.5734265734265734,0.6381123445785953,6.0,7.0,5.0,6.0
xgb,left_lateral__B,left_lateral,B,1,32,1,0.34375,0.33529411764705885,0.34901960784313724,0.5097832722832724,3.0,12.0,9.0,8.0
xgb,left_lateral__B,left_lateral,B,2,30,1,0.5666666666666667,0.5669642857142857,0.4464285714285714,0.506363507923349,8.0,6.0,7.0,9.0
xgb,left_lateral__B,left_lateral,B,3,29,1,0.4827586206896552,0.47857142857142854,0.5,0.4886089520235862,9.0,6.0,9.0,5.0
xgb,left_lateral__B,left_lateral,B,4,28,1,0.39285714285714285,0.3928571428571429,0.37755102040816324,0.5108259107124677,9.0,5.0,12.0,2.0
xgb,left_lateral__B,left_lateral,B,5,28,1,0.4642857142857143,0.4642857142857143,0.4081632653061224,0.5273989418912844,9.0,5.0,10.0,4.0
xgb,left_lateral__B,left_lateral,B,6,28,1,0.5,0.5,0.5153061224489796,0.5027422316134738,6.0,8.0,6.0,8.0
xgb,left_lateral__B,left_lateral,B,7,27,1,0.4074074074074074,0.3983516483516484,0.2417582417582418,0.49313645640928677,9.0,5.0,11.0,2.0
xgb,left_lateral__B,left_lateral,B,8,25,1,0.4,0.40584415584415584,0.4805194805194805,0.4721546966300228,5.0,9.0,6.0,5.0
xgb,left_lateral__B,left_lateral,B,9,25,1,0.72,0.7207792207792207,0.7792207792207793,0.436805049113614,10.0,4.0,3.0,8.0
xgb,left_lateral__B,left_lateral,B,10,24,1,0.625,0.6188811188811189,0.7272727272727273,0.4748444660526339,9.0,4.0,5.0,6.0
xgb,left_lateral__C,left_lateral,C,1,32,1,0.8125,0.8117647058823529,0.8509803921568628,0.6877899877899879,12.0,3.0,3.0,14.0
xgb,left_lateral__C,left_lateral,C,2,30,1,0.6666666666666666,0.6428571428571428,0.6785714285714286,0.7232280072609057,4.0,10.0,0.0,16.0
xgb,left_lateral__C,left_lateral,C,3,29,1,0.4827586206896552,0.4666666666666667,0.7000000000000001,0.6750573274963519,14.0,1.0,14.0,0.0
xgb,left_lateral__C,left_lateral,C,4,28,1,0.8571428571428571,0.8571428571428572,0.836734693877551,0.7319389817971782,13.0,1.0,3.0,11.0
xgb,left_lateral__C,left_lateral,C,5,28,1,0.5357142857142857,0.5357142857142857,0.6581632653061225,0.7290490595935859,1.0,13.0,0.0,14.0
xgb,left_lateral__C,left_lateral,C,6,28,1,0.8214285714285714,0.8214285714285714,0.8622448979591837,0.5984523134267887,12.0,2.0,3.0,11.0
xgb,left_lateral__C,left_lateral,C,7,27,1,0.5555555555555556,0.5384615384615384,0.8571428571428572,0.6388320981344238,14.0,0.0,12.0,1.0
xgb,left_lateral__C,left_lateral,C,8,25,1,0.96,0.9545454545454546,1.0,0.603631526348486,14.0,0.0,1.0,10.0
xgb,left_lateral__C,left_lateral,C,9,25,1,0.96,0.9642857142857143,0.9675324675324676,0.547979184110778,13.0,1.0,0.0,11.0
xgb,left_lateral__C,left_lateral,C,10,24,1,0.5,0.49650349650349646,0.6083916083916083,0.6543680054740747,7.0,6.0,6.0,5.0
xgb,right_lateral__A,right_lateral,A,1,32,1,0.84375,0.8450980392156863,0.9529411764705883,0.6256257631257631,13.0,2.0,3.0,14.0
xgb,right_lateral__A,right_lateral,A,2,30,1,0.7,0.6785714285714286,0.5491071428571428,0.6722434148696202,5.0,9.0,0.0,16.0
xgb,right_lateral__A,right_lateral,A,3,29,1,0.4827586206896552,0.4809523809523809,0.530952380952381,0.6946752434557313,8.0,7.0,8.0,6.0
xgb,right_lateral__A,right_lateral,A,4,28,1,0.5357142857142857,0.5357142857142857,0.5408163265306123,0.7103745973570138,9.0,5.0,8.0,6.0
xgb,right_lateral__A,right_lateral,A,5,28,1,0.5,0.5,0.6173469387755102,0.7559569692297997,0.0,14.0,0.0,14.0
xgb,right_lateral__A,right_lateral,A,6,28,1,0.8214285714285714,0.8214285714285714,0.9132653061224489,0.665071677550407,10.0,4.0,1.0,13.0
xgb,right_lateral__A,right_lateral,A,7,27,1,0.5185185185185185,0.5,0.8626373626373627,0.6786353181702017,14.0,0.0,13.0,0.0
xgb,right_lateral__A,right_lateral,A,8,25,1,0.68,0.6363636363636364,0.974025974025974,0.6155452916655412,14.0,0.0,8.0,3.0
xgb,right_lateral__A,right_lateral,A,9,25,1,0.76,0.7857142857142857,0.9610389610389609,0.6317784440302875,8.0,6.0,0.0,11.0
xgb,right_lateral__A,right_lateral,A,10,24,1,0.6666666666666666,0.6503496503496503,0.6293706293706294,0.6956486508386678,11.0,2.0,6.0,5.0
xgb,right_lateral__B,right_lateral,B,1,32,1,0.3125,0.30980392156862746,0.3098039215686274,0.4242063492063492,4.0,11.0,11.0,6.0
xgb,right_lateral__B,right_lateral,B,2,30,1,0.4,0.4017857142857143,0.3839285714285714,0.4556917841092543,6.0,8.0,10.0,6.0
xgb,right_lateral__B,right_lateral,B,3,29,1,0.5862068965517241,0.5785714285714286,0.5523809523809523,0.4165847702433068,12.0,3.0,9.0,5.0
xgb,right_lateral__B,right_lateral,B,4,28,1,0.35714285714285715,0.35714285714285715,0.3214285714285714,0.4356600574694733,5.0,9.0,9.0,5.0
xgb,right_lateral__B,right_lateral,B,5,28,1,0.39285714285714285,0.39285714285714285,0.3622448979591837,0.4389688114872459,6.0,8.0,9.0,5.0
xgb,right_lateral__B,right_lateral,B,6,28,1,0.39285714285714285,0.3928571428571429,0.28061224489795916,0.4210435370389993,9.0,5.0,12.0,2.0
xgb,right_lateral__B,right_lateral,B,7,27,1,0.4444444444444444,0.4560439560439561,0.26373626373626374,0.45515002108876185,2.0,12.0,3.0,10.0
xgb,right_lateral__B,right_lateral,B,8,25,1,0.44,0.4512987012987013,0.4285714285714286,0.4933329731968416,5.0,9.0,5.0,6.0
xgb,right_lateral__B,right_lateral,B,9,25,1,0.4,0.38636363636363635,0.43506493506493504,0.5018366961078249,7.0,7.0,8.0,3.0
xgb,right_lateral__B,right_lateral,B,10,24,1,0.20833333333333334,0.2062937062937063,0.13986013986013984,0.46539988655700504,3.0,10.0,9.0,2.0
xgb,right_lateral__C,right_lateral,C,1,32,1,0.96875,0.9705882352941176,0.9921568627450981,0.5809676434676434,15.0,0.0,1.0,16.0
xgb,right_lateral__C,right_lateral,C,2,30,1,0.6333333333333333,0.625,0.4955357142857143,0.6808827083926348,7.0,7.0,4.0,12.0
xgb,right_lateral__C,right_lateral,C,3,29,1,0.4827586206896552,0.4857142857142857,0.4,0.6620581315703268,6.0,9.0,6.0,8.0
xgb,right_lateral__C,right_lateral,C,4,28,1,0.42857142857142855,0.42857142857142855,0.44897959183673464,0.7023368010322066,6.0,8.0,8.0,6.0
xgb,right_lateral__C,right_lateral,C,5,28,1,0.5,0.5,0.6122448979591837,0.6914925372100642,0.0,14.0,0.0,14.0
xgb,right_lateral__C,right_lateral,C,6,28,1,0.7142857142857143,0.7142857142857142,0.8520408163265305,0.5994830309918228,12.0,2.0,6.0,8.0
xgb,right_lateral__C,right_lateral,C,7,27,1,0.5185185185185185,0.5,0.7087912087912087,0.6662421211485307,14.0,0.0,13.0,0.0
xgb,right_lateral__C,right_lateral,C,8,25,1,0.76,0.7272727272727273,0.9675324675324675,0.5555330470248224,14.0,0.0,6.0,5.0
xgb,right_lateral__C,right_lateral,C,9,25,1,0.72,0.75,0.935064935064935,0.5834818896361721,7.0,7.0,0.0,11.0
xgb,right_lateral__C,right_lateral,C,10,24,1,0.7083333333333334,0.6958041958041958,0.5804195804195804,0.6679586563307494,11.0,2.0,5.0,6.0
