estimator,model,subset,feat_type,fold,best_score_inner,rf__max_depth,rf__max_features,rf__n_estimators,svc__C,svc__gamma,xgb__learning_rate,xgb__max_depth,xgb__n_estimators
xgb,both_lateral__C,both_lateral,C,4,0.6982717603818002,,,,,,0.1,3.0,200.0
xgb,both_lateral__C,both_lateral,C,5,0.6566997161154847,,,,,,0.1,3.0,200.0
xgb,both_lateral__C,both_lateral,C,6,0.625962239688842,,,,,,0.1,3.0,200.0
xgb,both_lateral__C,both_lateral,C,7,0.6622634786276306,,,,,,0.1,3.0,200.0
xgb,both_lateral__C,both_lateral,C,8,0.6111898909686772,,,,,,0.1,3.0,200.0
xgb,both_lateral__C,both_lateral,C,9,0.568092807173919,,,,,,0.1,3.0,200.0
xgb,both_lateral__C,both_lateral,C,10,0.6538795703571654,,,,,,0.1,3.0,200.0
xgb,left_lateral__A,left_lateral,A,1,0.6914529914529913,,,,,,0.1,3.0,200.0
xgb,left_lateral__A,left_lateral,A,2,0.7313270960463246,,,,,,0.1,3.0,200.0
xgb,left_lateral__A,left_lateral,A,3,0.6871258822478334,,,,,,0.1,3.0,200.0
xgb,left_lateral__A,left_lateral,A,4,0.7255422305053617,,,,,,0.1,3.0,200.0
xgb,left_lateral__A,left_lateral,A,5,0.6546124827463454,,,,,,0.1,3.0,200.0
xgb,left_lateral__A,left_lateral,A,6,0.5899188099982201,,,,,,0.1,3.0,200.0
xgb,left_lateral__A,left_lateral,A,7,0.6023866314563989,,,,,,0.1,3.0,200.0
xgb,left_lateral__A,left_lateral,A,8,0.5961699484104476,,,,,,0.1,3.0,200.0
xgb,left_lateral__A,left_lateral,A,9,0.5884315155443912,,,,,,0.1,3.0,200.0
xgb,left_lateral__A,left_lateral,A,10,0.6381123445785953,,,,,,0.1,3.0,200.0
xgb,left_lateral__B,left_lateral,B,1,0.5097832722832724,,,,,,0.1,3.0,200.0
xgb,left_lateral__B,left_lateral,B,2,0.506363507923349,,,,,,0.1,3.0,200.0
xgb,left_lateral__B,left_lateral,B,3,0.4886089520235862,,,,,,0.1,3.0,200.0
xgb,left_lateral__B,left_lateral,B,4,0.5108259107124677,,,,,,0.1,3.0,200.0
xgb,left_lateral__B,left_lateral,B,5,0.5273989418912844,,,,,,0.1,3.0,200.0
xgb,left_lateral__B,left_lateral,B,6,0.5027422316134738,,,,,,0.1,3.0,200.0
xgb,left_lateral__B,left_lateral,B,7,0.49313645640928677,,,,,,0.1,3.0,200.0
xgb,left_lateral__B,left_lateral,B,8,0.4721546966300228,,,,,,0.1,3.0,200.0
xgb,left_lateral__B,left_lateral,B,9,0.436805049113614,,,,,,0.1,3.0,200.0
xgb,left_lateral__B,left_lateral,B,10,0.4748444660526339,,,,,,0.1,3.0,200.0
xgb,left_lateral__C,left_lateral,C,1,0.6877899877899879,,,,,,0.1,3.0,200.0
xgb,left_lateral__C,left_lateral,C,2,0.7232280072609057,,,,,,0.1,3.0,200.0
xgb,left_lateral__C,left_lateral,C,3,0.6750573274963519,,,,,,0.1,3.0,200.0
xgb,left_lateral__C,left_lateral,C,4,0.7319389817971782,,,,,,0.1,3.0,200.0
xgb,left_lateral__C,left_lateral,C,5,0.7290490595935859,,,,,,0.1,3.0,200.0
xgb,left_lateral__C,left_lateral,C,6,0.5984523134267887,,,,,,0.1,3.0,200.0
xgb,left_lateral__C,left_lateral,C,7,0.6388320981344238,,,,,,0.1,3.0,200.0
xgb,left_lateral__C,left_lateral,C,8,0.603631526348486,,,,,,0.1,3.0,200.0
xgb,left_lateral__C,left_lateral,C,9,0.547979184110778,,,,,,0.1,3.0,200.0
xgb,left_lateral__C,left_lateral,C,10,0.6543680054740747,,,,,,0.1,3.0,200.0
xgb,right_lateral__A,right_lateral,A,1,0.6256257631257631,,,,,,0.1,3.0,200.0
xgb,right_lateral__A,right_lateral,A,2,0.6722434148696202,,,,,,0.1,3.0,200.0
xgb,right_lateral__A,right_lateral,A,3,0.6946752434557313,,,,,,0.1,3.0,200.0
xgb,right_lateral__A,right_lateral,A,4,0.7103745973570138,,,,,,0.1,3.0,200.0
xgb,right_lateral__A,right_lateral,A,5,0.7559569692297997,,,,,,0.1,3.0,200.0
xgb,right_lateral__A,right_lateral,A,6,0.665071677550407,,,,,,0.1,3.0,200.0
xgb,right_lateral__A,right_lateral,A,7,0.6786353181702017,,,,,,0.1,3.0,200.0
xgb,right_lateral__A,right_lateral,A,8,0.6155452916655412,,,,,,0.1,3.0,200.0
xgb,right_lateral__A,right_lateral,A,9,0.6317784440302875,,,,,,0.1,3.0,200.0
xgb,right_lateral__A,right_lateral,A,10,0.6956486508386678,,,,,,0.1,3.0,200.0
xgb,right_lateral__B,right_lateral,B,1,0.4242063492063492,,,,,,0.1,3.0,200.0
xgb,right_lateral__B,right_lateral,B,2,0.4556917841092543,,,,,,0.1,3.0,200.0
xgb,right_lateral__B,right_lateral,B,3,0.4165847702433068,,,,,,0.1,3.0,200.0
xgb,right_lateral__B,right_lateral,B,4,0.4356600574694733,,,,,,0.1,3.0,200.0
xgb,right_lateral__B,right_lateral,B,5,0.4389688114872459,,,,,,0.1,3.0,200.0
xgb,right_lateral__B,right_lateral,B,6,0.4210435370389993,,,,,,0.1,3.0,200.0
xgb,right_lateral__B,right_lateral,B,7,0.45515002108876185,,,,,,0.1,3.0,200.0
xgb,right_lateral__B,right_lateral,B,8,0.4933329731968416,,,,,,0.1,3.0,200.0
xgb,right_lateral__B,right_lateral,B,9,0.5018366961078249,,,,,,0.1,3.0,200.0
xgb,right_lateral__B,right_lateral,B,10,0.46539988655700504,,,,,,0.1,3.0,200.0
xgb,right_lateral__C,right_lateral,C,1,0.5809676434676434,,,,,,0.1,3.0,200.0
xgb,right_lateral__C,right_lateral,C,2,0.6808827083926348,,,,,,0.1,3.0,200.0
xgb,right_lateral__C,right_lateral,C,3,0.6620581315703268,,,,,,0.1,3.0,200.0
xgb,right_lateral__C,right_lateral,C,4,0.7023368010322066,,,,,,0.1,3.0,200.0
xgb,right_lateral__C,right_lateral,C,5,0.6914925372100642,,,,,,0.1,3.0,200.0
xgb,right_lateral__C,right_lateral,C,6,0.5994830309918228,,,,,,0.1,3.0,200.0
xgb,right_lateral__C,right_lateral,C,7,0.6662421211485307,,,,,,0.1,3.0,200.0
xgb,right_lateral__C,right_lateral,C,8,0.5555330470248224,,,,,,0.1,3.0,200.0
xgb,right_lateral__C,right_lateral,C,9,0.5834818896361721,,,,,,0.1,3.0,200.0
xgb,right_lateral__C,right_lateral,C,10,0.6679586563307494,,,,,,0.1,3.0,200.0
