model,obs_bacc,null_bacc_mean,p_perm_bacc,p_ttest_bacc,obs_auc,null_auc_mean,p_perm_auc,p_ttest_auc,obs_acc,null_acc_mean,p_perm_acc,p_ttest_acc
A_bandpower_epoch,0.720019339536581,0.49971300103855276,0.008991008991008992,0.0,0.8161251726744337,0.49958714769343043,0.008991008991008992,0.0,0.7181000481000481,0.49954728715728713,0.008991008991008992,0.0
B_wpli_edges_epoch_sliding,0.5077097245028279,0.5001762383618935,0.8221778221778222,8.656585272554687e-10,0.4873768863867386,0.49982345632444547,0.8101898101898102,4.101807082111724e-12,0.5076094276094276,0.5002116810966811,0.8051948051948052,1.2257096584867455e-09
C_AplusB_epoch_sliding,0.6282862616310891,0.4989051410747618,0.01098901098901099,0.0,0.7311396642948367,0.49817229459631773,0.001998001998001998,0.0,0.6306108706108706,0.49885904040404044,0.01098901098901099,0.0
