subject_id,recording_number,epoch_index_original,drug,bp_delta_AF3,bp_delta_F7,bp_delta_F8,bp_delta_Fp1,bp_delta_Fp2,bp_delta_Fpz,bp_delta_O1,bp_delta_O2,bp_delta_P7,bp_delta_P8,bp_delta_T7,bp_delta_T8,bp_theta_AF3,bp_theta_F7,bp_theta_F8,bp_theta_Fp1,bp_theta_Fp2,bp_theta_Fpz,bp_theta_O1,bp_theta_O2,bp_theta_P7,bp_theta_P8,bp_theta_T7,bp_theta_T8,bp_alpha_AF3,bp_alpha_F7,bp_alpha_F8,bp_alpha_Fp1,bp_alpha_Fp2,bp_alpha_Fpz,bp_alpha_O1,bp_alpha_O2,bp_alpha_P7,bp_alpha_P8,bp_alpha_T7,bp_alpha_T8,bp_beta_AF3,bp_beta_F7,bp_beta_F8,bp_beta_Fp1,bp_beta_Fp2,bp_beta_Fpz,bp_beta_O1,bp_beta_O2,bp_beta_P7,bp_beta_P8,bp_beta_T7,bp_beta_T8
210,3,11,awake,-25.655461017582326,-26.3838506821992,-26.352912880916417,-25.619558625245975,-25.700856233805517,-25.568181807990886,-25.970129597558095,-25.581094126522977,-26.252314023222297,-25.780838673442467,-26.48215154133318,-26.281144641542433,-24.39373289085333,-25.24131125542303,-25.69501261503921,-24.60996996759099,-25.02891127771366,-24.57788151029756,-24.80459163780105,-24.92484381880645,-25.68370259553551,-25.264179409179675,-26.263036896813084,-25.91823468823614,-24.935619968343655,-25.481187644325768,-25.24738031399022,-24.96730152271091,-24.920182163564885,-24.899034425733312,-24.34523168324565,-24.245389085102982,-24.714699550731428,-24.562875727904093,-26.14031418274193,-25.97498311667697,-27.863693713975657,-28.013112014537057,-28.31032793549588,-28.034517449895013,-28.26310549956958,-28.138137107020356,-27.374249717871574,-27.494219203775238,-27.76298072446994,-27.86450618970006,-28.350530390054367,-27.23336655292563
210,3,12,awake,-26.62515255228274,-26.86805628444996,-26.8848038056142,-26.56615636474626,-26.784063171155037,-26.503531963844626,-26.41191823264491,-26.57501719170639,-26.093141643441715,-26.472959879949325,-26.13055961605092,-27.115196850797048,-26.417062393903343,-26.23397503580946,-26.285302413437464,-26.192671506834856,-26.232140201234504,-26.248831861764785,-26.000670624821588,-26.343119830006867,-26.75493287604142,-26.309284952903862,-26.540704737249317,-26.623254964318956,-24.94648899186857,-25.12937302993901,-25.39256898436438,-24.92087600125555,-24.9852360557059,-24.94027981670935,-24.370690197135428,-23.668804222823443,-25.51703043061347,-23.975659995645504,-25.803212696453752,-26.800587866621978,-28.5711414004118,-28.573126883278913,-28.833330592743284,-28.54936373937685,-28.712552942640773,-28.69526883917567,-27.705490287772697,-27.44072180203992,-28.438182416337206,-27.76523721288839,-29.08181616759877,-27.97936589530159
210,3,13,awake,-26.98932178447976,-26.886800867008414,-26.85761783372195,-26.5812358641554,-26.708730137494936,-26.67011364875782,-26.27277640013076,-25.891475444615292,-26.504512915318973,-26.57379837130774,-26.76794955226751,-27.40503402509385,-25.60004519746234,-26.126613386862584,-26.111308398336735,-25.600463777022835,-25.61064625741403,-25.566153550178488,-24.739821386875917,-24.99906202105212,-24.95941400654268,-25.184845552876276,-27.04180998162913,-27.109999976991947,-25.1445057149215,-25.23907210933077,-25.43117764811356,-25.092706871448957,-25.11966014385027,-25.08396218774404,-24.350731909441876,-23.99305275691182,-25.275048060629253,-24.24653562477689,-25.784488049619668,-26.361001734794577,-28.769954830687862,-29.002404083261215,-28.964332947536473,-28.75668325955658,-28.901306772184412,-28.9025335555796,-27.373596319021757,-27.480887525658527,-27.946311151883208,-27.95388760175506,-29.078310149184034,-27.52215107855561
210,7,0,ketamine,-26.355345957431776,-26.269399909020994,-26.4717569350925,-25.595392563664557,-26.03561813954911,-25.93163083246994,-26.59134749127287,-26.594200167432454,-27.614650917136004,-27.33020513967715,-27.030105252243096,-27.427749642511454,-27.616716280382388,-28.223948365032562,-27.31672494785201,-27.574133232231897,-27.45754706953275,-27.413336305980337,-26.83859685767096,-27.082332495137052,-27.526429239335776,-27.5006481246342,-28.1028656989251,-27.537456868480277,-26.412377002421753,-26.535558982175974,-26.64189624990161,-26.120866733274124,-26.189001231169687,-26.148926354518192,-25.44207516833962,-24.375902787085234,-25.987490776328727,-24.926674974506387,-26.67592972599165,-26.732224210440094,-29.283810848398424,-29.320185274534275,-29.315952065418674,-28.88782288444092,-29.02047479709185,-29.073098703232645,-28.499381674968642,-28.62896744187464,-28.712460276285633,-28.928689026747023,-28.212488930554326,-27.605559419044887
210,7,1,ketamine,-26.232233685683976,-26.838810827482664,-26.225909174379783,-25.721527691551533,-25.76037963636494,-25.9914491370629,-26.66540985696827,-26.406660670319276,-27.06467700485949,-26.834896224969867,-27.766165585507085,-26.887237088325545,-27.336152998950062,-28.14960456342849,-27.981016845041484,-27.342288810134267,-27.251094196409483,-27.14533439693993,-26.895977851006226,-27.353140547502196,-27.628963646785028,-27.960813247707318,-28.545242273191043,-27.9143443192369,-26.45094979772149,-26.445921339165096,-26.84218345076635,-26.1390547813669,-26.193191024959027,-26.13755626055869,-25.72252286210948,-24.89045213729914,-26.040097687733606,-25.188039423207954,-26.661787378181742,-27.38810062205552,-29.475892015517356,-29.39781389437135,-29.50499997589571,-28.93419607908594,-29.00259001010554,-29.07653254214623,-28.54038025550971,-28.604945330295855,-28.917676984927287,-28.880027862245125,-28.5634986521795,-27.64065519214119
210,7,2,ketamine,-26.896277607839128,-26.736367153668606,-26.6285791646109,-25.917085528629975,-25.804976360255516,-26.178723172131107,-27.042107773111894,-27.20558311899327,-27.748757594251746,-27.52324187091907,-27.921484161952996,-27.316195444688724,-27.654280344950983,-28.041170911621702,-27.830516829584916,-27.589068020905863,-27.57263614870442,-27.496958128749714,-27.37706781040423,-27.678898067243086,-27.58792792591638,-27.817741172729864,-27.86515007958439,-27.578654747751447,-27.68218696389409,-27.731856138040012,-27.719681774715866,-27.576276009419896,-27.762413838298063,-27.690325933585964,-27.17841678521729,-25.92928998744198,-28.036333802062703,-26.193378658753446,-27.973184552928938,-27.36768161477855,-29.56060874825396,-29.47715238658783,-29.66023113718784,-29.00411011968622,-29.08139564712992,-29.18017166420662,-29.36140618090622,-29.203713215477503,-29.55902858866022,-29.30374673769366,-28.356558738377615,-27.590957120099826
210,7,3,ketamine,-26.465847274247054,-26.291253607254838,-26.881493411879735,-25.996192567358765,-26.17026007818378,-26.101889232250407,-26.976881702771657,-26.916252603033573,-27.624768054627175,-27.115382294038024,-27.127653896391678,-26.82330043324137,-27.51806564019752,-27.469784117340446,-27.75508563862756,-27.30020495454216,-27.253104492189962,-27.270558061424712,-27.191480296893545,-27.822396480696764,-27.708394888892265,-27.94837528274269,-27.522081382067007,-27.806447932893764,-27.275562819812695,-27.23692646914017,-26.642096170369317,-26.97390850821255,-26.851923624704238,-26.922841555455683,-26.36367440959299,-26.370920184702506,-27.445051958806317,-26.368386644344138,-27.43026522508689,-26.57073914140657,-29.63554409343202,-29.597444241993372,-29.557551741812084,-29.2365926955676,-29.149851409418176,-29.277005703816442,-29.198645907443986,-29.299061655649986,-29.60290661762135,-29.525065973112305,-28.595483981110355,-28.38686817536704
210,7,4,ketamine,-26.53284079304677,-26.78500505367019,-27.034247698418937,-25.750499580346514,-26.036673862014315,-26.054068562080648,-26.68595560207121,-26.70579168047773,-27.32193410643964,-26.953384610838064,-27.400551689870518,-27.23147433097946,-27.848497238557005,-27.846286573966175,-27.323069427622652,-27.250743343183835,-27.21998047823912,-27.176553983236122,-27.666264210869592,-28.038478630490648,-27.860003644856253,-27.929139509789326,-28.00912442341004,-27.562442418268887,-26.626264698092612,-26.51988444475023,-26.265340250476463,-26.551304940174262,-26.555711465101613,-26.572498041520763,-25.571224194794304,-25.132529797922935,-26.69809147867323,-25.868079932395865,-26.923020722722267,-26.3939972301481,-29.479919061375515,-29.478090813831944,-29.475810985898335,-29.086885276753677,-29.036801057945958,-29.243864908217553,-28.667030114387746,-28.876631160425994,-29.29138526742418,-29.383448020367855,-29.585811053183132,-28.43430440899088
210,7,5,ketamine,-26.864070927976577,-26.78974342947308,-25.996875171863525,-26.259470200070286,-25.990176002071266,-26.442664339862027,-26.49678430743446,-27.0357249208084,-27.22867311409031,-27.965538775316908,-27.63831715266446,-27.15700629045326,-27.391753763818492,-27.367637436790343,-27.850001781520316,-27.06865845325767,-27.100872155836804,-27.128513415622557,-27.59305787237403,-27.519433242757763,-27.96121415355149,-27.44054633007227,-27.933976853521376,-27.39610884128481,-27.549362174255425,-27.310297489355875,-26.79917854774258,-27.373355229963913,-27.152423116584142,-27.30637630525288,-25.962705627955252,-26.140633629777312,-26.561224415739645,-26.832777072581433,-27.12363470772261,-26.805083637758592,-29.488317129529612,-29.64408056842079,-29.677242199543755,-29.324025594149006,-29.183634998199334,-29.41384055943189,-29.240673644942383,-29.120130748307467,-29.69279242714107,-29.44541451542126,-29.694056084722902,-28.476976625725516
210,7,6,ketamine,-26.058779961801495,-26.008846653709647,-25.84034221349918,-25.092401343839857,-24.9706086887003,-25.1633392967558,-26.154708754889768,-26.583399777611266,-26.8369132741947,-27.24498783810059,-27.27783471320702,-27.073590195270295,-27.31059757816846,-27.448497119825984,-27.63390349306465,-26.937921982307504,-27.079477850517858,-26.986460387523348,-27.33356700827955,-27.733740190067373,-27.86251207754058,-28.01546071413064,-27.72655131417366,-27.814267666253443,-27.68061477443008,-27.85545517778127,-27.56308945468766,-27.57697237343119,-27.488520283254026,-27.382821274200197,-27.172611842440215,-26.887895692471268,-27.834145997024535,-27.23600761725907,-27.970533428827906,-27.567801450496606,-29.474136086194147,-29.472497031828013,-29.525552743991515,-29.114507332306783,-29.004586126749977,-29.20561478908784,-29.373941091492625,-29.400396449165946,-29.7963710205594,-29.658829022822296,-29.46282957818386,-28.509034405056262
210,7,7,ketamine,-25.407208460862453,-26.836571002367112,-27.143590955324694,-26.2420570231771,-26.452674678821325,-26.369125940030592,-26.766875772754116,-27.128787659794348,-27.51059346429684,-27.260424035800167,-27.605390991834888,-27.39863818790872,-27.37799145780846,-27.68860083966368,-27.77591944855286,-27.422845105579796,-27.7426582805803,-27.598389023141245,-27.985965317598197,-27.412544572270665,-27.950612005721478,-27.48429736375271,-27.7111543232746,-27.695900678138766,-27.247214282438904,-26.90834172918433,-26.976439016262468,-26.930123930902425,-27.130437115069263,-27.078367737028383,-26.098583831813805,-26.526354640820372,-26.282135698902184,-26.305536619232413,-26.65874500006867,-26.57769789635857,-29.297558032457324,-29.823155671241814,-29.751000622733756,-29.270136501153846,-29.238903322569577,-29.317714185269523,-29.228542320758276,-29.290221653121815,-29.521623919191118,-29.566054044399884,-29.55193597210843,-28.947164950671432
210,7,8,ketamine,-26.87796067394356,-26.66988005816619,-26.70581491919363,-25.879201978916043,-26.17411194803,-26.25977942206431,-27.51846390051584,-27.459577608021544,-27.572783083350426,-27.42702842869698,-27.261294117287644,-27.121636625443525,-27.10470326697772,-27.487469697875184,-27.449961336639223,-26.716678166332898,-26.79340015757946,-26.762274661476898,-27.65282102310279,-27.34295819172279,-27.649970636884976,-27.62489491476713,-27.583463913816836,-27.849481583902275,-26.86365344647123,-26.90440954435326,-26.633307073481852,-26.680449875172755,-26.536620800362698,-26.55303657007173,-25.57564235516875,-25.660118003721283,-26.348724940103082,-25.550380987695647,-26.61976312005398,-26.490422582818116,-29.549942490181508,-29.65005203373375,-29.623844383037547,-29.26726669449784,-29.106512557731474,-29.239547470259584,-28.62811939249328,-28.92768171874556,-28.910272052392234,-29.01582837459356,-29.24732053119373,-28.92242776685783
210,7,9,ketamine,-26.523442083671686,-26.479923867534453,-26.442554552476032,-26.09399701218227,-26.09494737311029,-26.08682259319262,-26.930603412306333,-26.957412472448617,-27.194118030972273,-27.21818734921815,-27.005105256451408,-26.722384181712943,-27.245057724098114,-27.144562282384587,-27.6420282323569,-26.871856546512472,-27.108875517523508,-27.024608803247578,-27.318692253933538,-27.463993643172515,-27.445004193212437,-27.47087178371193,-27.62461524735282,-27.94930353918561,-26.510000707692424,-26.59137581953158,-27.325465863664455,-26.42460819870476,-26.68208239434533,-26.55796690327984,-25.990222460088287,-24.479971919639752,-26.89338976257711,-24.35784203459317,-26.88743603832025,-27.04470764942176,-29.536177441422772,-29.32404682312464,-29.643842447205145,-29.22199196215335,-29.322298632384975,-29.33256410052171,-28.829196782719745,-28.687210363764887,-29.28491661969904,-28.684791017478677,-29.246920188715333,-28.4650941098929
210,7,10,ketamine,-26.99447380808736,-27.140311576586512,-27.11365366404833,-26.357671633346612,-26.335336389820895,-26.52031302462047,-27.968676576100385,-27.557573663028172,-28.057466924290022,-27.418851969101233,-27.519379906012546,-27.07230491424466,-27.53034713635041,-28.008049207882863,-28.009656948220236,-27.185888124937488,-27.222062994328986,-27.195840936463192,-27.70951140946825,-27.64347651182009,-27.83678759443208,-27.804164159067454,-28.52865148413226,-28.27923221675231,-28.044580585594854,-28.23873148431016,-28.105435399153986,-27.81523089746844,-27.77543172920364,-27.79104075847685,-27.47361112197166,-27.29528710699428,-27.860477824798863,-27.83147312976477,-28.221503421580778,-28.32641018797955,-29.528988651795576,-29.58254366229306,-29.92660356403349,-29.3277744550229,-29.452556967984805,-29.555782567242208,-29.44489234583949,-29.337866642774177,-29.687663240774118,-29.647778394297575,-29.572269236811564,-28.57059872096858
219,3,0,awake,-27.178137237751894,-26.428185562721453,-27.03848206099677,-26.982304926537832,-27.468524205803604,-27.053613684605747,-27.682942995211796,-27.61015561443137,-27.593402179031205,-27.706031659005248,-27.192728511329438,-27.671379515479703,-28.010276918092917,-28.145645848577534,-28.22431272144258,-28.270663792846342,-28.319317645121195,-28.137730236615514,-28.51915156574814,-28.472729303591297,-28.598800936773742,-28.715873871640753,-28.36419983918453,-28.749639301076957,-27.003552902029863,-26.977052545327414,-27.39439092644572,-27.011145972465524,-27.142001259049774,-27.023233995417886,-26.646409816049864,-25.898187306139636,-27.204840331181753,-26.75478871811446,-27.10909944111455,-27.91621326927147,-28.505316105636567,-28.443679704160758,-28.24253179272507,-28.553674047271127,-28.301710135174392,-28.315585801356736,-28.311394444663904,-28.397650981827027,-28.370737786992912,-28.665389719396472,-26.733763008026663,-28.883597984861666
219,3,1,awake,-27.821417885679345,-27.17556016957414,-27.036268327387525,-27.71025100004849,-27.665894031116366,-27.7506688039436,-28.362303569249406,-28.007117209967777,-28.404128174567045,-27.77295930299475,-27.812080556039554,-27.465777894812057,-27.877122413141585,-27.95089162841229,-28.10963198032669,-27.920336630976124,-27.841880445793073,-27.82640371327032,-27.826403305237502,-28.150582353309474,-28.092445980156405,-28.31761494132693,-28.63218423212593,-28.570011625183056,-26.855984581489096,-27.018235169186976,-26.96441208400861,-26.679926185571937,-26.588247305425387,-26.55902713040576,-26.463780429274482,-26.162732513292163,-27.38664797187816,-26.943276204748464,-27.635374057703732,-27.520827601718505,-28.813437360295556,-28.51869808175336,-28.399864650769974,-28.701257210209725,-28.48506867156943,-28.601013111914607,-28.89043696773341,-28.678144007724825,-29.022791784918095,-28.676355475070427,-27.126646501950216,-29.140092360649273
219,3,2,awake,-27.07156294731529,-27.0601906621841,-26.18139415995373,-26.837025900150984,-26.464250280750424,-26.689841831428495,-28.025448038544972,-27.65179679828113,-28.102996241428425,-28.001140358808865,-28.06683570282228,-27.26939592474468,-28.06628886627699,-28.203747333592904,-27.876768619456254,-28.265120141816134,-27.807505418965516,-27.8331731658683,-28.64139323642866,-27.941503066679186,-29.076627817117558,-28.23352647422396,-28.805623950653082,-28.431219305884056,-26.91430735088289,-27.03073819427282,-27.425004609286116,-26.807293217071862,-26.98922538900835,-26.826958283157307,-26.66048573685808,-25.88834632219529,-27.770817952431894,-26.650582528617807,-27.548595801020554,-28.057175395464625,-28.80556253101279,-28.818744432808927,-28.458787282493223,-28.805722458877916,-28.607826142393716,-28.659343682494292,-28.647474045169528,-28.737110205790163,-28.554974792738886,-28.50428728333766,-27.592407768986536,-29.024242081173256
219,3,3,awake,-27.71240779296239,-27.70576496868927,-26.65721084897095,-27.753038067751504,-26.95849804551261,-27.293680541185285,-27.64215248981936,-27.51876566314498,-27.648992632103493,-27.4028164127092,-27.571040846929705,-27.360342628918563,-28.674457460328664,-28.896023048920632,-28.634332418137372,-28.477837365012974,-28.382997006158337,-28.261050913849935,-28.63380581028071,-28.67635452252633,-28.674170633530483,-28.791343976350483,-29.12076287092225,-29.02767204894011,-27.346425442830594,-27.422022130597593,-27.721784268954995,-27.30796601511608,-27.399026988481644,-27.28130342987357,-27.131793859387855,-26.327418587350085,-28.06857410459077,-27.150371618099914,-28.038965310946082,-27.91009373251734,-28.895934406199945,-28.461912062511963,-28.68759229634118,-28.940463331203222,-28.785238926213488,-28.82039992179084,-29.01192172413215,-28.68985297813433,-29.04405142810566,-28.92235469123705,-27.62897136350384,-29.180033529995242
