subject_id,recording_number,epoch_index_original,drug,bp_delta_AF3,bp_delta_F7,bp_delta_F8,bp_delta_Fp1,bp_delta_Fp2,bp_delta_Fpz,bp_delta_O1,bp_delta_O2,bp_delta_P7,bp_delta_P8,bp_delta_T7,bp_delta_T8,bp_theta_AF3,bp_theta_F7,bp_theta_F8,bp_theta_Fp1,bp_theta_Fp2,bp_theta_Fpz,bp_theta_O1,bp_theta_O2,bp_theta_P7,bp_theta_P8,bp_theta_T7,bp_theta_T8,bp_alpha_AF3,bp_alpha_F7,bp_alpha_F8,bp_alpha_Fp1,bp_alpha_Fp2,bp_alpha_Fpz,bp_alpha_O1,bp_alpha_O2,bp_alpha_P7,bp_alpha_P8,bp_alpha_T7,bp_alpha_T8,bp_beta_AF3,bp_beta_F7,bp_beta_F8,bp_beta_Fp1,bp_beta_Fp2,bp_beta_Fpz,bp_beta_O1,bp_beta_O2,bp_beta_P7,bp_beta_P8,bp_beta_T7,bp_beta_T8
219,7,10,ketamine,-26.24705214595301,-26.380215113297208,-27.634095472496767,-25.646330491589552,-25.952535292977295,-25.84124500489117,-27.236595049156215,-26.986309562928287,-27.292166279002785,-27.204188500745726,-27.554546775339528,-27.52163077883812,-28.128396136387224,-27.74696723794839,-28.453713354302433,-27.43455559305793,-27.51759458045372,-27.46421154328656,-28.31997365077525,-28.41027787289816,-28.523641986041802,-28.470157481843117,-28.890257490033036,-28.65605064747689,-27.70113728603873,-27.89778849975679,-28.21849586223095,-27.245005384596404,-27.247534933268913,-27.223918163782848,-28.298399635206312,-27.561299187298967,-28.524964147709042,-28.050170601492432,-28.357668262820624,-28.442249668023134,-28.41940046315214,-28.686874140254435,-29.134421714065066,-27.848971132116525,-28.034119678850775,-27.98576134137107,-28.80476761882182,-28.83117728844282,-28.774525894664933,-29.087547759105455,-28.092854417793827,-29.103078937851414
219,7,11,ketamine,-26.85481075309639,-26.592584817592183,-27.674522842593877,-26.027322716920818,-26.185290015374154,-26.162077067355238,-27.901342744219576,-27.51977856897917,-27.848224721232043,-27.47222606734527,-27.83612174302167,-28.009400415849612,-27.49118848758925,-27.981054278149227,-28.87321079912324,-27.069423982161464,-27.174971902539863,-27.136268179954772,-28.07118377549805,-27.962707553042467,-28.351197063307083,-28.16830230158918,-29.02810685843068,-28.8481926680441,-28.061528718092188,-28.113797626962988,-28.537432251819585,-27.38000330696989,-27.514082353462005,-27.5204872796251,-28.235936166470765,-27.261585086149992,-28.623593911927934,-27.554582852238088,-28.634771616386328,-28.597784973206725,-28.56447698603825,-28.67302549635259,-29.27921675471714,-27.912979528235063,-28.047007065312386,-28.044869661160448,-28.862278869381747,-28.80197620254202,-28.628939837486428,-28.821685198295558,-28.184141201688124,-29.384754537639612
219,7,12,ketamine,-27.175017259609305,-26.70033031327702,-27.40831649909623,-26.49470338995237,-26.674361212538393,-26.682415210929943,-27.64744916239037,-28.015892560702714,-27.234183559297545,-27.91345975975413,-27.431109083904364,-27.662727271319735,-27.664633074909187,-28.008564510790965,-28.264996494862892,-27.285235498976043,-27.66576504102017,-27.555508485253547,-28.454809502407045,-28.109475617962858,-28.69598159231016,-28.043142964841607,-28.79174404601874,-28.206666695133464,-28.110461442897837,-28.098803520807905,-28.653945131440036,-27.526739966406907,-27.638316969926766,-27.623333882798217,-28.1951493551003,-27.84099600303631,-28.45234796318371,-28.626429282491102,-28.614042320226748,-29.03635317039693,-28.963537925617945,-29.062619334945474,-29.234398485062716,-28.364236985478723,-28.38129569128661,-28.45274599545352,-29.13184532340257,-29.079694177798135,-29.13202259971397,-29.22655275653866,-28.377031517946246,-29.240121636150345
219,7,13,ketamine,-26.595427099399046,-26.64742710038555,-27.115127802609575,-25.88268885985291,-25.998044050275514,-26.03473022838015,-27.208654802778177,-27.1504218608267,-27.101480198636363,-27.160218935406068,-27.500545731382427,-27.09288025369966,-28.08598911704162,-28.11033502660745,-28.52489360885604,-27.454523254404155,-27.57083979127527,-27.552527582176257,-28.571823050032982,-28.661157090301053,-28.361439498679417,-28.410537334437077,-28.859866659300124,-28.053112774962344,-27.74717912027489,-27.786120149602798,-28.444621911184104,-27.248697591139784,-27.506780554303205,-27.386850677182984,-28.047505544535067,-27.649320466776153,-28.178331596790755,-27.92744361697709,-28.17937008815754,-27.794210935772615,-28.61202051225491,-28.73464104138391,-29.139402146444265,-27.9408519771345,-28.061122266587258,-28.069570015862077,-28.79784958452433,-29.050817027312505,-28.575341245458393,-29.027324099067307,-28.3374784984593,-28.787900798559313
219,7,14,ketamine,-26.651373243132973,-26.751766528314004,-27.239772853057524,-26.148582648754548,-26.271665421100625,-26.33486885102272,-27.55534944599477,-26.896949291227887,-27.55859453116437,-26.93458314701428,-27.451330705942198,-27.057656483547937,-27.801582662637117,-28.217251606496877,-28.30090352208033,-27.412256452831,-27.4824877505131,-27.392640288113046,-28.288723164285038,-28.32097219025023,-28.158776411093825,-28.179235110383235,-28.77470404723822,-28.009510391011613,-27.344534443262106,-27.675282557121637,-28.341404951315585,-26.77273758857206,-26.888285012237223,-26.829422293131813,-27.533328133393454,-26.81717509200198,-28.080027866166148,-27.528741710294064,-28.4068613628944,-28.342986225673066,-28.39652183740853,-28.59543669342484,-28.98823870868891,-27.753968447329456,-27.831348032798008,-27.85616343019721,-28.42679117696452,-28.24808063143809,-28.633912613672265,-28.557234949831297,-28.917918567741708,-29.008340477501356
219,7,15,ketamine,-27.05915101387454,-26.873690451860202,-27.9322860009054,-26.61813996938639,-26.87188934046882,-26.784130481605235,-28.332773445690187,-27.719620656426113,-28.00539974759569,-27.41068804623135,-27.816259432905134,-27.70319973210443,-27.892366129487243,-28.146137822624922,-28.682306977453052,-27.29081387470925,-27.57253509615105,-27.553440143858417,-28.59276766466251,-28.466547236967404,-28.54070598669464,-28.384459770389036,-28.874065128307706,-28.64549903476522,-28.38711882685539,-28.519442024363524,-29.008614212965114,-27.922209966234067,-27.972738844733996,-27.95274879276235,-28.973767210373786,-28.794776550644656,-28.87280232316907,-28.67902890534935,-29.538503054137248,-28.89065587411,-28.735809949660826,-28.633364696090116,-29.33329556144977,-28.014824278908968,-28.2156013634435,-28.207737230766984,-29.069375023189455,-29.040374493164155,-28.983498140176515,-29.01281163976423,-28.87523197718495,-29.161236371218084
249,3,0,awake,-26.857488471011255,-26.67117874660203,-26.4825248983605,-26.448397146624917,-26.396683525778695,-26.440964476403508,-27.005265889795766,-27.077465442577648,-26.748056173334355,-27.16012021722031,-27.35411327225622,-27.199531606825627,-27.429996034157632,-27.46569895371938,-27.398099988022054,-27.676696622916005,-27.24682764156092,-27.489778923551185,-27.013345823080307,-26.637207122269192,-27.26337151259254,-26.687705784960652,-28.01102133116797,-27.677941145476524,-25.663085160741566,-25.983835324069606,-25.789218584734446,-25.69414137811569,-25.615571112567302,-25.58337098863892,-24.79377533206661,-24.45449799020704,-24.7399438320786,-24.72436678524029,-26.347388194054034,-26.108532328448824,-28.595238685638314,-28.41250915172569,-28.291973717708615,-28.266694258260706,-28.24904151839053,-28.415854727453848,-28.173859955320882,-28.051192514624706,-27.921636534676054,-27.897701870190602,-28.597087377761376,-27.431211710476063
249,3,1,awake,-26.02683061946094,-26.321644928055882,-26.66406198863556,-26.250931235802735,-26.502408035506463,-26.45993023220767,-26.288891607832092,-26.133268439401558,-26.479391174613493,-26.596482461027172,-26.78886778673388,-27.146819219712576,-27.554226010157127,-27.746566875450586,-27.330044035104184,-27.575369853114726,-27.1509895795409,-27.36221333786527,-27.465560533608212,-27.322219408642706,-27.2309507484341,-27.256768336714014,-27.53730955725365,-27.588178699363954,-28.460985637788966,-28.139622081826296,-27.590397355058442,-28.16528624304703,-27.54728845542354,-27.95359369145421,-27.290833744468365,-27.43104791330724,-27.119576957770306,-27.845996385412533,-28.10603295038272,-27.94389418636583,-28.8931122428118,-28.816893907182894,-28.68771235354673,-28.692012764535807,-28.48211317137541,-28.776219429885632,-28.79411013065045,-28.56038133335181,-29.01243646825894,-28.88032445236398,-29.392292575718272,-27.939747925418956
249,3,2,awake,-26.970724581805165,-26.401374886827778,-26.263620718384413,-26.019732138776224,-25.975059548459697,-26.078479364341717,-27.247083114622484,-27.11798439384374,-26.995196828149343,-26.569881514420974,-26.777919790823802,-26.420914789440708,-27.7149885652744,-27.671603774090208,-26.95621841739944,-27.550006493276303,-26.953048426549504,-27.29926753400219,-27.3764942871246,-27.139517953136764,-27.191328415669187,-26.960409716094166,-27.506973530881258,-27.040184855187135,-27.689239141672847,-28.14997632902644,-27.599355177457674,-27.657763690504627,-27.404837768005237,-27.5070122357827,-27.27235587247885,-27.286488805651977,-26.80086180205141,-27.080296955954584,-28.27817833180237,-27.530359124082473,-29.377882868321958,-29.13295529539279,-28.82546634519633,-29.148042332278003,-28.75042577307811,-29.07296492748442,-29.40663829368624,-29.18139271348863,-29.20796093650667,-29.442143137885573,-29.539123625772444,-27.681476852424627
249,3,3,awake,-26.374555879130558,-26.65310291817846,-25.7352520103987,-26.40832794030568,-25.5760682647801,-26.395744494055496,-26.306394135468345,-26.335331455554368,-26.252668985555335,-26.542115747434977,-26.779154545559745,-26.368105485642563,-27.567620145991373,-27.575534429668473,-27.399840345800953,-27.510911288993643,-27.228906047195746,-27.460628060170663,-27.46693426521017,-26.998499056828962,-27.73269313914848,-27.08042463365824,-27.92334146904462,-27.288380814455902,-26.936685519547286,-27.31734736539202,-27.134634630093466,-27.154880789049674,-26.997129652294603,-27.07128455195617,-26.124673029344926,-25.818910738774033,-26.193214066708464,-26.30070782969073,-27.392453974011485,-27.371512883783836,-28.18359469431325,-28.233123502837447,-28.097506223039733,-28.17752693673463,-27.9685824697701,-28.211312816769922,-28.56298797231803,-28.04036682057643,-28.505167215498787,-28.15372461503423,-28.79387659952374,-27.730952735443534
249,3,4,awake,-26.247203846633077,-25.808039004202236,-26.242368362227197,-26.065558364947087,-26.310999651214537,-26.083837768661432,-26.405433349795597,-25.987797026202873,-26.41501563232347,-25.500983716983466,-26.70715602114715,-27.17105786251506,-27.551408492901615,-27.314855836334683,-27.32783356475611,-27.795523835535214,-27.624568771649432,-27.75044185842759,-27.159566226002582,-26.837075396913686,-27.25917536619337,-26.78504017884829,-27.69024048993133,-27.514256802998787,-24.98492545690526,-25.147344556612822,-25.641343002570952,-24.932456407766562,-25.102962813326346,-24.935682782592455,-24.58152396184073,-23.76322449353616,-25.111796117490034,-24.295788391094817,-25.71452546787796,-26.68897794986408,-27.829677695709563,-27.92938158907937,-27.682967693194097,-27.717429474147117,-27.510654807804677,-27.623779005935845,-28.101810210351378,-27.65587426279298,-27.775811781663602,-27.41830379865693,-28.437072483174013,-28.078482155518532
249,3,5,awake,-24.644185613062316,-25.601637839005743,-25.875336405148,-23.7859045330551,-23.987168085405173,-23.883621901900085,-25.367223725858672,-25.226635000169868,-25.86486241044631,-25.791555745118668,-26.717191876175395,-26.004067236337164,-27.55633841408071,-27.705879396129333,-27.27985366490283,-27.40085249800099,-27.150356601706353,-27.218204916697037,-27.402262013446,-27.470869453357167,-27.52687098776103,-27.24212383359503,-28.302302270071213,-27.400800606120107,-27.27250478277985,-27.756029578425885,-27.40136486166443,-27.09859228209029,-26.941628483473128,-26.94562079413266,-26.267546571654687,-26.148794461833248,-26.20703176328039,-26.56411993966156,-27.81608091007036,-27.80108925359653,-28.721734099716652,-28.890502025765663,-28.574355305020635,-28.56517390124904,-28.292961509705684,-28.524503590206955,-28.535879751595182,-28.49824610216034,-28.451668999976313,-28.65351839838877,-29.12063464051579,-28.670794854021693
249,3,6,awake,-27.78765345262515,-26.542148829163914,-26.199946710097187,-27.12220857558985,-26.540675926835032,-27.16299073024368,-28.232895656135394,-27.848859359962685,-27.48692219316424,-27.4028849250443,-27.516479213357304,-26.985625333540746,-28.371094274120832,-27.3914352625672,-27.16574553855166,-27.632677228548648,-27.16320348833951,-27.78240388280442,-28.53291210221802,-28.708110147099173,-28.188134179396016,-28.57868820861492,-27.864771859015953,-27.6396778278662,-26.827873834301638,-27.003516390494827,-27.03666356515071,-26.799486803334688,-26.693562656430995,-26.67113719611683,-25.885573637056847,-25.854855581448376,-26.200928595053533,-26.38815751287598,-27.908253571468954,-27.30039462569917,-28.531636848538138,-28.255205291472123,-28.057754096404093,-28.4703800624058,-28.24333419483591,-28.609859330850664,-28.482431689381166,-28.32213486220658,-27.801541456252476,-27.99194136827539,-28.418994821645082,-27.410558761898592
249,3,7,awake,-27.912113134704768,-26.77595586460826,-26.645692483695175,-27.416277415144545,-26.88936661690943,-27.267871893813563,-27.64055844179775,-27.872597964020784,-27.686216139066968,-28.14036587496441,-27.528130628216868,-27.345484955168992,-28.17625463148003,-26.998361415008954,-27.109231353353444,-27.69218652364439,-27.342663001412046,-27.916091474300057,-27.51739518581769,-27.654686175224896,-27.379263173550108,-27.85309100683541,-27.182501211483665,-27.313074811260794,-26.44660828678504,-26.5751241564796,-26.73138550323917,-26.387837392102796,-26.463198882740105,-26.415993999231045,-25.500081343645903,-24.937725995058205,-26.482795895531115,-25.62326221518512,-27.60042003918851,-27.09461873942503,-28.48983492703886,-28.38967174414619,-28.01925877526058,-28.4450284191633,-28.07435651989004,-28.32247542245819,-28.515309762023712,-28.174213947011797,-28.014334843530282,-27.64716723649432,-28.771172551286377,-27.762989518866007
249,3,8,awake,-27.276081138007907,-26.32607802942375,-26.88255411845513,-27.070664980112145,-27.073735391598984,-27.252098906315354,-27.374036726090072,-27.414658344154827,-27.298046102518295,-27.60303394488091,-27.466504588026876,-27.70699929552829,-27.65112800655174,-27.395871990227253,-27.558772655985162,-27.92118118644875,-27.694520880011062,-28.004097652660036,-27.76873368973673,-27.510830672920218,-27.65022389357119,-27.50365834421456,-27.549313253091086,-27.682877501576275,-26.52051161154725,-26.51341079524638,-26.957359357473393,-26.48810479497778,-26.670139050571088,-26.560558826383545,-25.57700312190355,-25.185418183471985,-26.038351054702577,-25.772016897892446,-27.385031217645505,-27.157127781658406,-28.479227507540994,-28.425937028967674,-28.11972922248813,-28.4355323136733,-28.211741189572198,-28.443782777021493,-28.56013460467382,-28.282379900728756,-28.32598719407777,-28.074261124595495,-28.81402007055319,-27.61078735434043
249,3,9,awake,-27.307041641226615,-26.37884960172215,-26.191460604418346,-27.04591601658536,-26.697381098777885,-27.232625484872354,-27.095383742468613,-27.297284859093356,-27.13520758635126,-27.280220166890025,-26.60773669485969,-27.18894717622402,-27.92250733703145,-27.638549601911507,-26.954792908417108,-27.53241064058379,-27.151031444715606,-27.48448721613809,-27.456708257771112,-27.621677912923644,-27.405362562236363,-27.723989126066964,-27.85955261725783,-27.31809439967155,-25.527887716417602,-25.65774289950919,-25.90577278723066,-25.490257436749868,-25.51690407942672,-25.467266901066218,-24.62942954561192,-24.155033316181704,-25.416055005772034,-24.934227625517536,-26.258769336842366,-26.68906055737207,-28.605714755882914,-28.232372072388188,-28.273005103385607,-28.36479782280539,-28.229257581020004,-28.44680695439423,-27.85061492608797,-27.883104891889623,-27.772236762111298,-27.82587531229657,-28.448055105909663,-27.398921775489878
249,3,10,awake,-27.014395098435475,-26.334552354976655,-26.61674637454276,-26.397162899288944,-26.761795614504248,-26.798305010613426,-27.819179800470184,-27.414299740046093,-27.642247935592867,-26.732986198161495,-27.68331127330886,-27.360598287870612,-26.822871069869695,-26.98338361291407,-27.23125826384754,-27.187877462486654,-27.05829351499829,-27.047771845358785,-27.171466475693506,-27.07275742780857,-26.950442530054254,-26.927727106980498,-27.17576993027056,-27.108274823322592,-25.476807039669524,-25.68404776060828,-25.624792755219904,-25.553714626153212,-25.460195604641786,-25.44371349124199,-24.397611849231904,-24.230289611279517,-25.004612931478565,-24.971460102789973,-26.380719890448983,-26.030460655772504,-28.127405826946315,-28.172849763602528,-27.743481257470545,-27.80797344740302,-27.653124278408185,-27.866487893643235,-27.61121823361271,-27.550099388469118,-27.593736850371656,-27.492230005901718,-28.437756417220687,-27.59912156119871
249,3,11,awake,-26.73570443873574,-26.49641423932972,-26.74677753670919,-26.364789281353488,-25.951570061278645,-26.55537250655158,-27.32478598046453,-27.080221747498033,-27.24779372130791,-26.99757357679315,-27.119901489803937,-26.858699853408257,-27.4079990299806,-27.306851743785703,-27.0186720146836,-27.567824935048,-27.014087500214718,-27.386634219812464,-26.950090845364766,-26.65284809384777,-27.332648818229956,-27.23352855637164,-27.657727189217873,-27.632080626442928,-25.762646037081844,-26.121027569829955,-26.26901901093446,-25.745887964170368,-25.846705904850342,-25.70534252471115,-25.06965747507147,-24.875818788117407,-25.214820494286485,-25.399108600505006,-27.06034482776046,-26.668662952799906,-28.442630042069833,-28.795351049403862,-28.443794392455228,-28.261022355206627,-28.21459748263034,-28.264839838727962,-28.265335389788156,-27.989609757708614,-28.386384277323092,-28.218216196218922,-29.060254918279117,-27.46218044295461
249,3,12,awake,-27.006569149754306,-26.97054442575946,-25.620114732814525,-26.299946260391764,-25.49103731124428,-26.035768000277162,-26.676206722103686,-26.68850347003881,-26.263380948893268,-26.61944221122447,-27.043908469096873,-26.303428135375988,-27.562391445916823,-28.072859248951666,-27.360569474323714,-27.583003069980386,-27.04545907464247,-27.308059941882306,-27.238841824913205,-27.271197200200344,-27.17505484207382,-27.40276370940667,-28.330488156607302,-27.979250228821662,-27.724983916742925,-28.06902067703633,-27.94472902655291,-27.647808632268514,-27.51440166507535,-27.545530410502977,-27.563310002192598,-27.412183445650882,-27.421299247612122,-27.51836952397879,-28.115236995634742,-27.40784981156884,-29.03600584284089,-28.96673489305638,-28.835156143749657,-28.97013660861187,-28.703768379694473,-29.011310023547235,-29.188500261294752,-29.028239038747397,-28.991030027251927,-28.97478025352218,-29.449240575129416,-28.124815290985953
249,3,13,awake,-26.461496183243725,-26.942938805626202,-26.667094124372053,-26.508394798652205,-26.464034443679605,-26.430638282617068,-27.426445796856484,-27.468792433885806,-27.385514699036207,-27.34917299778482,-27.61934104169789,-27.31595615113272,-27.48976203708876,-27.392511546451516,-27.129512006027888,-27.483808072625727,-27.084904200070188,-27.407836125032368,-27.881261810147656,-27.74071317942824,-27.851382273391405,-28.061390560870656,-27.839820267802196,-27.444316591802565,-27.32872933757484,-27.11592138129227,-27.228227437437155,-27.119982189822483,-27.19204268972096,-27.200395476389197,-26.264100557664282,-26.023117705511986,-26.68639688926787,-26.495644672557223,-27.9118711914032,-27.22203748216606,-28.801512579440868,-28.972769742424408,-28.637654596466376,-28.599306103459377,-28.35785629496084,-28.505301837565874,-28.924659141395647,-28.787222373115373,-28.97073998325216,-28.680659111940003,-29.255111278563252,-28.235777802947293
249,3,14,awake,-26.498115555977815,-26.09087217615481,-26.259770621373562,-26.26794963189008,-26.093311383751107,-26.284815778273355,-26.64849396495244,-26.56477754689344,-26.196906603887005,-26.33369421547904,-26.794581254980155,-26.043806519272742,-27.38408987615525,-27.46109035225622,-26.90283725667025,-27.21909237386609,-26.873502726405558,-27.118258325714805,-27.50238483109122,-27.179814598778584,-27.194523356067215,-27.05867199884443,-27.47218357492773,-27.208355444106026,-25.54110676553184,-25.532812775347598,-25.848725123201078,-25.386909144117375,-25.573421267428806,-25.42199977237287,-24.940627619877436,-24.426234422206964,-25.40778997593354,-25.265586396967812,-26.0142653841954,-26.200074456173088,-28.066004704170425,-27.96798521702291,-27.54360698411179,-27.840268506826717,-27.433692646345417,-27.690687256087337,-28.075241434484425,-27.824375687840142,-28.14413848150832,-27.96609325203666,-28.213769337639743,-28.05249865038504
249,7,0,ketamine,-27.40342387658289,-27.311122892574986,-26.893037433366086,-26.86476906656062,-27.102209250794903,-27.042409618659622,-27.961339318183015,-27.58966466910986,-26.78019848271359,-28.181364332125536,-27.712172282596892,-27.436715613893558,-28.11537455140602,-28.20720213433108,-28.23356396066627,-28.187503417670637,-27.940012929430495,-27.880285933865256,-28.230201894428596,-28.208070557851936,-27.68649423524716,-28.236646086707268,-27.919951713556973,-27.99821567043108,-28.781444977678525,-28.50119209134193,-28.6522546956774,-28.704240074159223,-28.51686715339181,-28.617023522428124,-28.42463679140695,-27.9956814091368,-28.626326991528373,-28.335161348194,-28.43549370030471,-27.43653060139492,-28.70328641651905,-29.329759252825262,-29.524787902069434,-28.83404799047602,-29.19762241130323,-29.14399967352422,-29.057672439396686,-28.658058280241654,-28.664958099621668,-28.50610037285059,-28.332092467657958,-27.05548663491338
249,7,1,ketamine,-27.418258470780398,-27.15686678684907,-26.727950891099805,-27.049787440231206,-26.9005313184746,-26.681012186113282,-27.815223094632994,-26.61183085987781,-27.263206052381832,-27.789774526443725,-27.81448772795882,-27.36608792411849,-28.43244948227952,-28.303990703075442,-27.894515318322203,-28.333793756520453,-28.06056274704703,-28.27212027751883,-28.18094781154768,-27.903117483612945,-28.012792965473857,-27.95637037741011,-28.296676924203222,-27.756973929417835,-26.507805780880286,-26.565400940938126,-27.339663513300454,-26.307293046005594,-26.630780366216374,-26.451303174120074,-25.183833448295402,-24.57883839983593,-26.632232751101633,-25.51329593891232,-27.420951899934547,-27.13492345900144,-28.57361877425419,-28.984665202974494,-29.35609561929252,-28.510603574818916,-29.027694700392033,-28.879858154406623,-28.400845956177054,-27.837380418545305,-28.531077619265545,-27.975232434330604,-28.644691381388864,-27.233386413259186
249,7,2,ketamine,-27.577216177490357,-26.856418218094436,-27.176989172897866,-26.71059952175844,-26.822121147924616,-27.25566165383412,-28.058360318151454,-27.741705285812916,-27.86550411374973,-28.28824992304441,-27.84851489360335,-27.755206865160993,-28.50013181488785,-28.474712527314658,-28.002528922968025,-28.19505301730129,-27.888313877272623,-27.962943891755753,-28.316580991256654,-28.630197955829857,-28.04072093916317,-28.700155812045136,-28.548181738193367,-27.890718736849813,-28.36695271290551,-28.340049590400174,-28.457611364532397,-28.298530142289952,-28.13034184254146,-28.19613412457391,-27.44703623289178,-26.212718594065006,-28.340991132810338,-27.28950951803466,-28.51133454822853,-27.95920531199106,-28.830480500746997,-29.284007761756335,-29.586240287785998,-28.829945979642503,-29.18779483165317,-29.319198303645415,-29.28123515659851,-28.96544490711878,-29.045927088819912,-28.93122786957074,-29.5029880035916,-27.85037385738247
249,7,3,ketamine,-26.79611194658481,-26.76482187362095,-26.80845165312871,-26.479664396718412,-26.52236413479975,-26.617232173800723,-27.774637970367554,-27.09877089314521,-26.87309348121023,-26.965895325223176,-27.539938016527337,-27.264317231830375,-28.756436913344448,-28.359362597034863,-28.3274310331349,-28.54628242547491,-28.296163251895955,-28.468234755275716,-28.665969824858717,-27.945133145685595,-28.68443816587457,-28.176054140880105,-28.847741333247452,-28.43379881225434,-27.593951857682754,-27.94386664444994,-27.812532717825874,-27.523887534577124,-27.34328934075058,-27.376051550580055,-26.0669385177786,-25.093270689027616,-27.01034250235744,-26.227667796366365,-28.32890170722874,-28.00385494920082,-28.94875577774505,-29.096238256776346,-29.28848673874261,-28.837361501159325,-29.059816181548516,-29.046448688801018,-28.81164838528168,-28.468677985420072,-28.75540326676186,-28.589970310947372,-29.41024097648688,-27.884646299467114
249,7,4,ketamine,-27.269726081162997,-26.822719969793944,-26.836238633632632,-26.85812828212657,-26.707690517707242,-26.726639224595644,-27.396896797177728,-27.001187786048423,-27.21367588357631,-27.815775039975374,-27.515890448350202,-27.253837151843,-27.96543611002286,-28.216510957914807,-28.158968079773068,-28.079180496663245,-28.199374012611724,-28.07198981085814,-28.161519972561187,-27.69719180008935,-27.815720186745853,-27.95550929231897,-28.20248851537367,-28.356183732861364,-27.695958023469323,-27.822628020888303,-27.92185222059207,-27.65775058056298,-27.57679907757943,-27.621669233586413,-26.09867705566834,-25.622762650203907,-26.683358701575234,-26.306336481301376,-28.215367460522152,-27.247005462139526,-28.91664340406153,-29.284424834240923,-29.456120612626947,-28.60687907955251,-29.12792665476629,-29.127430098625872,-28.642243967941333,-28.165146111178196,-28.505450041340993,-28.283994466886853,-29.516713995783427,-27.79102249480012
249,7,5,ketamine,-27.726199867902356,-27.573118673141117,-27.193429338246823,-27.47657684614098,-27.305997568931424,-27.44666886552973,-27.08564978389954,-27.10121487228448,-26.45946249744759,-27.767067525893182,-27.511543458502352,-27.5098472611494,-28.832852920207237,-28.509478265614682,-28.22009094634849,-28.50158685774574,-28.310836901902217,-28.591257198410048,-28.2194684885613,-28.153130554273137,-27.9128635688247,-28.229291765896743,-28.646174474157537,-27.720225716761874,-27.510188918069364,-27.58549420052961,-27.947308236260298,-27.30363472800738,-27.502314799217835,-27.343711656566807,-26.246760727356104,-26.145981127857127,-27.26839091279369,-27.286690177444914,-28.34088021392881,-27.812645068794012,-28.442010689918124,-28.999604404292935,-28.81002356986076,-28.431057663428476,-28.63831091230229,-28.63656005151385,-28.578589014362603,-28.594859966586398,-28.495489286830367,-28.53804651582836,-28.97690288302329,-27.707506288064053
249,7,6,ketamine,-27.473529526082658,-27.58668655838268,-27.331263551042614,-27.001929481526563,-26.800907254762212,-27.039274674888418,-27.320528658704198,-27.26575389358165,-25.57105872509063,-27.32235580644433,-27.9163371643511,-28.270713450173655,-28.013162950127956,-27.785899859203685,-27.660110278829578,-27.77565286609035,-27.613647300985992,-27.726441261575406,-28.03970197771186,-27.911686133768196,-26.878988784904966,-28.148987913301465,-28.131188864673923,-27.991864253079825,-27.562384804319468,-27.70590756799051,-27.71032375769447,-27.202220871760712,-27.29058875920777,-27.342050797971705,-26.096430842420666,-25.89239167407788,-26.31299388434824,-26.858623767744167,-28.305939635911386,-28.001728402107688,-28.6504923289423,-29.051984172838598,-29.327952058896006,-28.77303386224196,-28.893579464710268,-29.004569674945685,-28.466987048768612,-28.299083548795792,-28.733860654387318,-28.435224746619593,-29.14539185003017,-27.901387988842913
249,7,7,ketamine,-27.74356828646258,-26.921922307966085,-26.688349477684703,-27.301796248155675,-27.01478875733662,-27.326095146632174,-27.799268623674827,-27.385657242163298,-26.690146761639486,-27.564279610983416,-27.37717812812606,-27.50689241218437,-28.18958840045768,-28.202215595375712,-27.9448935028402,-28.127943055304506,-27.977858040424255,-28.120757783387443,-28.194428186870496,-27.927499025553644,-28.203910482205558,-27.81049901675134,-28.296735775357675,-27.411761079457335,-27.347301115832753,-27.41724573061063,-27.672814945016626,-27.308114212477726,-27.55562243209834,-27.486920301963526,-26.562695900857936,-25.29882269184963,-27.863403242073357,-26.119808943245978,-27.961785049386286,-27.307045709311673,-28.813935726471286,-29.13939163917881,-29.199589117262878,-28.939582641034402,-29.1953866755698,-29.20525624656909,-28.691548129535924,-28.4787008757178,-28.77732519510519,-28.47250346737732,-29.00074930256586,-27.676859036576882
249,7,8,ketamine,-27.356199758072897,-26.872058788059746,-26.553070662190446,-26.521613467815552,-26.51902850702411,-26.27181902955418,-27.69475913820927,-27.257418746060363,-26.767402375706908,-28.136472966900453,-27.808734167813675,-26.881958819376564,-28.109269099422665,-28.68925196487563,-28.42182546040277,-28.51691130136288,-28.225250705885287,-28.405257779522714,-27.90727540538795,-28.102225405937798,-27.802716682707175,-28.510862539632235,-28.32942789395561,-28.15225657233665,-27.186736620696347,-27.414401390066974,-27.701078651924558,-27.090328297407073,-27.29490535887902,-27.14907896086147,-26.375071719988533,-25.30627394655911,-27.322173990754475,-26.07851632772989,-28.00159263806924,-27.442689443327712,-28.960411724481403,-29.34930305226114,-29.51508727069386,-28.946478433390713,-29.197071030460062,-29.36167567558092,-28.77179619322001,-29.03513422314876,-28.712652034186444,-28.906762324655794,-29.26352626126273,-27.745398259544867
