estimator,model,subset,feat_type,fold,best_score_inner,rf__max_depth,rf__max_features,rf__min_samples_leaf,rf__min_samples_split,rf__n_estimators,svc__C,svc__gamma,xgb__colsample_bytree,xgb__learning_rate,xgb__max_depth,xgb__n_estimators,xgb__subsample
xgb,bis_quatro__B,bis_quatro,B,2,0.5464217296113848,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,bis_quatro__B,bis_quatro,B,3,0.49621385049625283,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,bis_quatro__B,bis_quatro,B,4,0.5516552586610907,,,,,,,,1.0,0.05,6.0,200.0,1.0
xgb,bis_quatro__B,bis_quatro,B,5,0.5549439199344028,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,bis_quatro__B,bis_quatro,B,6,0.5444680131433153,,,,,,,,1.0,0.05,6.0,400.0,1.0
xgb,bis_quatro__B,bis_quatro,B,7,0.5260667965118853,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,bis_quatro__B,bis_quatro,B,8,0.5754276649198853,,,,,,,,1.0,0.1,3.0,200.0,1.0
xgb,bis_quatro__B,bis_quatro,B,9,0.5221026958043358,,,,,,,,1.0,0.05,6.0,400.0,1.0
xgb,bis_quatro__B,bis_quatro,B,10,0.5079930845017052,,,,,,,,1.0,0.05,3.0,400.0,1.0
xgb,bis_quatro__C,bis_quatro,C,1,0.6187169312169312,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,bis_quatro__C,bis_quatro,C,2,0.6295384054004743,,,,,,,,1.0,0.05,3.0,200.0,1.0
xgb,bis_quatro__C,bis_quatro,C,3,0.6063951975888698,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,bis_quatro__C,bis_quatro,C,4,0.6412633170979969,,,,,,,,1.0,0.05,6.0,400.0,1.0
xgb,bis_quatro__C,bis_quatro,C,5,0.6578997650068541,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,bis_quatro__C,bis_quatro,C,6,0.622876292040727,,,,,,,,1.0,0.1,3.0,200.0,1.0
xgb,bis_quatro__C,bis_quatro,C,7,0.6288997040540797,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,bis_quatro__C,bis_quatro,C,8,0.6173065177743479,,,,,,,,1.0,0.05,6.0,200.0,1.0
xgb,bis_quatro__C,bis_quatro,C,9,0.6129747040175972,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,bis_quatro__C,bis_quatro,C,10,0.6545487558418593,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,both_lateral__A,both_lateral,A,1,0.6795634920634921,,,,,,,,1.0,0.1,6.0,200.0,1.0
xgb,both_lateral__A,both_lateral,A,2,0.7067768199233717,,,,,,,,1.0,0.05,6.0,200.0,1.0
xgb,both_lateral__A,both_lateral,A,3,0.6880491385341216,,,,,,,,1.0,0.05,3.0,200.0,1.0
xgb,both_lateral__A,both_lateral,A,4,0.6950436962886611,,,,,,,,1.0,0.05,3.0,200.0,1.0
xgb,both_lateral__A,both_lateral,A,5,0.7725899925849574,,,,,,,,1.0,0.1,6.0,200.0,1.0
xgb,both_lateral__A,both_lateral,A,6,0.687717967648305,,,,,,,,1.0,0.1,6.0,200.0,1.0
xgb,both_lateral__A,both_lateral,A,7,0.7137644099736306,,,,,,,,1.0,0.1,6.0,200.0,1.0
xgb,both_lateral__A,both_lateral,A,8,0.6828075467425763,,,,,,,,1.0,0.05,3.0,200.0,1.0
xgb,both_lateral__A,both_lateral,A,9,0.6680651315323308,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,both_lateral__A,both_lateral,A,10,0.7062334217506632,,,,,,,,1.0,0.1,6.0,200.0,1.0
xgb,both_lateral__B,both_lateral,B,1,0.4528769841269842,,,,,,,,1.0,0.05,3.0,400.0,1.0
xgb,both_lateral__B,both_lateral,B,2,0.5087689290275497,,,,,,,,1.0,0.1,3.0,200.0,1.0
xgb,both_lateral__B,both_lateral,B,3,0.5433821491280767,,,,,,,,1.0,0.1,6.0,200.0,1.0
xgb,both_lateral__B,both_lateral,B,4,0.4851743720693192,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,both_lateral__B,both_lateral,B,5,0.5465178649010152,,,,,,,,1.0,0.05,3.0,200.0,1.0
xgb,both_lateral__B,both_lateral,B,6,0.489450924994947,,,,,,,,1.0,0.05,3.0,400.0,1.0
xgb,both_lateral__B,both_lateral,B,7,0.5023683973390162,,,,,,,,1.0,0.05,3.0,400.0,1.0
xgb,both_lateral__B,both_lateral,B,8,0.5749366714726261,,,,,,,,1.0,0.05,6.0,400.0,1.0
xgb,both_lateral__B,both_lateral,B,9,0.5129982331937757,,,,,,,,1.0,0.05,3.0,400.0,1.0
xgb,both_lateral__B,both_lateral,B,10,0.5240897751673614,,,,,,,,1.0,0.05,6.0,200.0,1.0
xgb,both_lateral__C,both_lateral,C,1,0.6496362433862434,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,both_lateral__C,both_lateral,C,2,0.717854862251414,,,,,,,,1.0,0.05,6.0,400.0,1.0
xgb,both_lateral__C,both_lateral,C,3,0.7185827897352952,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,both_lateral__C,both_lateral,C,4,0.6975439018066614,,,,,,,,1.0,0.05,3.0,400.0,1.0
xgb,both_lateral__C,both_lateral,C,5,0.7746554704441695,,,,,,,,1.0,0.1,3.0,200.0,1.0
xgb,both_lateral__C,both_lateral,C,6,0.6940594641448963,,,,,,,,1.0,0.1,6.0,200.0,1.0
xgb,both_lateral__C,both_lateral,C,7,0.7176129321411181,,,,,,,,1.0,0.1,6.0,200.0,1.0
xgb,both_lateral__C,both_lateral,C,8,0.6745848505993587,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,both_lateral__C,both_lateral,C,9,0.6426010560787684,,,,,,,,1.0,0.1,3.0,200.0,1.0
xgb,both_lateral__C,both_lateral,C,10,0.7198591638246811,,,,,,,,1.0,0.1,6.0,200.0,1.0
xgb,left_lateral__A,left_lateral,A,1,0.7007275132275131,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,left_lateral__A,left_lateral,A,2,0.718692984856778,,,,,,,,1.0,0.1,3.0,200.0,1.0
xgb,left_lateral__A,left_lateral,A,3,0.696376708873389,,,,,,,,1.0,0.05,6.0,200.0,1.0
xgb,left_lateral__A,left_lateral,A,4,0.7386875588302595,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,left_lateral__A,left_lateral,A,5,0.7568229633985909,,,,,,,,1.0,0.05,3.0,200.0,1.0
xgb,left_lateral__A,left_lateral,A,6,0.7059663851597033,,,,,,,,1.0,0.1,3.0,200.0,1.0
xgb,left_lateral__A,left_lateral,A,7,0.6809006984450192,,,,,,,,1.0,0.1,6.0,200.0,1.0
xgb,left_lateral__A,left_lateral,A,8,0.7144772980033703,,,,,,,,1.0,0.1,6.0,200.0,1.0
xgb,left_lateral__A,left_lateral,A,9,0.6695241522564903,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,left_lateral__A,left_lateral,A,10,0.7093596059113301,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,left_lateral__B,left_lateral,B,1,0.5119047619047619,,,,,,,,1.0,0.05,3.0,400.0,1.0
xgb,left_lateral__B,left_lateral,B,2,0.5322591680350302,,,,,,,,1.0,0.05,6.0,200.0,1.0
xgb,left_lateral__B,left_lateral,B,3,0.5596983827197186,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,left_lateral__B,left_lateral,B,4,0.5353552293733118,,,,,,,,1.0,0.05,3.0,200.0,1.0
xgb,left_lateral__B,left_lateral,B,5,0.5267411414715651,,,,,,,,1.0,0.05,6.0,400.0,1.0
xgb,left_lateral__B,left_lateral,B,6,0.5011383999199943,,,,,,,,1.0,0.05,3.0,200.0,1.0
xgb,left_lateral__B,left_lateral,B,7,0.5619030097320679,,,,,,,,1.0,0.05,3.0,400.0,1.0
xgb,left_lateral__B,left_lateral,B,8,0.5668464472869436,,,,,,,,1.0,0.1,3.0,200.0,1.0
xgb,left_lateral__B,left_lateral,B,9,0.5354425064002439,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,left_lateral__B,left_lateral,B,10,0.5057747568523431,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,left_lateral__C,left_lateral,C,1,0.6765873015873016,,,,,,,,1.0,0.05,3.0,200.0,1.0
xgb,left_lateral__C,left_lateral,C,2,0.7132366356504287,,,,,,,,1.0,0.1,3.0,200.0,1.0
xgb,left_lateral__C,left_lateral,C,3,0.739305152131333,,,,,,,,1.0,0.05,3.0,200.0,1.0
xgb,left_lateral__C,left_lateral,C,4,0.7411329083150826,,,,,,,,1.0,0.05,6.0,200.0,1.0
xgb,left_lateral__C,left_lateral,C,5,0.7923937524635811,,,,,,,,1.0,0.05,6.0,200.0,1.0
xgb,left_lateral__C,left_lateral,C,6,0.6969510614214257,,,,,,,,1.0,0.1,6.0,200.0,1.0
xgb,left_lateral__C,left_lateral,C,7,0.7104273114451394,,,,,,,,1.0,0.05,6.0,200.0,1.0
xgb,left_lateral__C,left_lateral,C,8,0.6980718591052906,,,,,,,,1.0,0.05,3.0,200.0,1.0
xgb,left_lateral__C,left_lateral,C,9,0.6559928542161511,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,left_lateral__C,left_lateral,C,10,0.7531656561828975,,,,,,,,1.0,0.05,6.0,200.0,1.0
xgb,right_lateral__A,right_lateral,A,1,0.5863095238095238,,,,,,,,1.0,0.05,6.0,400.0,1.0
xgb,right_lateral__A,right_lateral,A,2,0.6348579182630907,,,,,,,,1.0,0.1,3.0,200.0,1.0
xgb,right_lateral__A,right_lateral,A,3,0.6817780729390994,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,right_lateral__A,right_lateral,A,4,0.7048219470506001,,,,,,,,1.0,0.05,3.0,200.0,1.0
xgb,right_lateral__A,right_lateral,A,5,0.7110193101434082,,,,,,,,1.0,0.05,3.0,400.0,1.0
xgb,right_lateral__A,right_lateral,A,6,0.6435950315232994,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,right_lateral__A,right_lateral,A,7,0.6716923063546166,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,right_lateral__A,right_lateral,A,8,0.6183591692159817,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,right_lateral__A,right_lateral,A,9,0.6626399427597914,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,right_lateral__A,right_lateral,A,10,0.6641838764683592,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,right_lateral__B,right_lateral,B,1,0.42741402116402116,,,,,,,,1.0,0.05,6.0,200.0,1.0
xgb,right_lateral__B,right_lateral,B,2,0.4771768381682175,,,,,,,,1.0,0.05,3.0,200.0,1.0
xgb,right_lateral__B,right_lateral,B,3,0.4480112649627058,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,right_lateral__B,right_lateral,B,4,0.4424798080028592,,,,,,,,1.0,0.05,3.0,200.0,1.0
xgb,right_lateral__B,right_lateral,B,5,0.45889182557131075,,,,,,,,1.0,0.1,6.0,200.0,1.0
xgb,right_lateral__B,right_lateral,B,6,0.4539051303733589,,,,,,,,1.0,0.1,3.0,200.0,1.0
xgb,right_lateral__B,right_lateral,B,7,0.43669195855492393,,,,,,,,1.0,0.1,3.0,200.0,1.0
xgb,right_lateral__B,right_lateral,B,8,0.4516249187453981,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,right_lateral__B,right_lateral,B,9,0.42305439514228405,,,,,,,,1.0,0.05,6.0,200.0,1.0
xgb,right_lateral__B,right_lateral,B,10,0.48062713148920044,,,,,,,,1.0,0.1,6.0,200.0,1.0
xgb,right_lateral__C,right_lateral,C,1,0.5778769841269842,,,,,,,,1.0,0.05,3.0,400.0,1.0
xgb,right_lateral__C,right_lateral,C,2,0.64165982484948,,,,,,,,1.0,0.1,3.0,200.0,1.0
xgb,right_lateral__C,right_lateral,C,3,0.6563987736606258,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,right_lateral__C,right_lateral,C,4,0.7038124789358688,,,,,,,,1.0,0.05,3.0,400.0,1.0
xgb,right_lateral__C,right_lateral,C,5,0.7043536104652811,,,,,,,,1.0,0.05,3.0,400.0,1.0
xgb,right_lateral__C,right_lateral,C,6,0.6516065593850995,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,right_lateral__C,right_lateral,C,7,0.6912833097251116,,,,,,,,1.0,0.05,3.0,400.0,1.0
xgb,right_lateral__C,right_lateral,C,8,0.6330111838679964,,,,,,,,1.0,0.1,3.0,400.0,1.0
xgb,right_lateral__C,right_lateral,C,9,0.6374885627408756,,,,,,,,1.0,0.1,6.0,400.0,1.0
xgb,right_lateral__C,right_lateral,C,10,0.6631576038903625,,,,,,,,1.0,0.05,3.0,200.0,1.0
