estimator,model,subset,feat_type,fold,n_test,n_test_subjects,accuracy,balanced_accuracy,roc_auc,best_score_inner,tn,fp,fn,tp
svm,both_lateral__B,both_lateral,B,4,28,1,0.5,0.5,0.4642857142857143,0.5,14.0,0.0,14.0,0.0
svm,both_lateral__B,both_lateral,B,5,28,1,0.39285714285714285,0.3928571428571429,0.22448979591836735,0.5144052235883607,9.0,5.0,12.0,2.0
svm,both_lateral__B,both_lateral,B,6,28,1,0.35714285714285715,0.35714285714285715,0.26530612244897955,0.5405938085448178,3.0,11.0,7.0,7.0
svm,both_lateral__B,both_lateral,B,7,27,1,0.5185185185185185,0.5,0.47252747252747257,0.5,14.0,0.0,13.0,0.0
svm,both_lateral__B,both_lateral,B,8,25,1,0.44,0.5,0.512987012987013,0.5,0.0,14.0,0.0,11.0
svm,both_lateral__B,both_lateral,B,9,25,1,0.36,0.36038961038961037,0.43506493506493504,0.5054106515155716,5.0,9.0,7.0,4.0
svm,both_lateral__B,both_lateral,B,10,24,1,0.5416666666666666,0.5,0.4685314685314685,0.5,13.0,0.0,11.0,0.0
svm,both_lateral__C,both_lateral,C,1,32,1,0.625,0.6078431372549019,0.7137254901960784,0.6438492063492063,5.0,10.0,2.0,15.0
svm,both_lateral__C,both_lateral,C,2,30,1,0.6333333333333333,0.6071428571428571,0.8035714285714286,0.6455539591315453,3.0,11.0,0.0,16.0
svm,both_lateral__C,both_lateral,C,3,29,1,0.4827586206896552,0.4976190476190476,0.48571428571428565,0.7029647464610502,1.0,14.0,1.0,13.0
svm,both_lateral__C,both_lateral,C,4,28,1,0.7142857142857143,0.7142857142857143,0.8367346938775511,0.6428451909022159,13.0,1.0,7.0,7.0
svm,both_lateral__C,both_lateral,C,5,28,1,0.5,0.5,0.5,0.7162180079907272,0.0,14.0,0.0,14.0
svm,both_lateral__C,both_lateral,C,6,28,1,0.5357142857142857,0.5357142857142857,0.6632653061224489,0.6738854644671673,12.0,2.0,11.0,3.0
svm,both_lateral__C,both_lateral,C,7,27,1,0.5555555555555556,0.5384615384615384,0.9065934065934065,0.6846391499143148,14.0,0.0,12.0,1.0
svm,both_lateral__C,both_lateral,C,8,25,1,0.96,0.9545454545454546,0.9935064935064936,0.6346755553809801,14.0,0.0,1.0,10.0
svm,both_lateral__C,both_lateral,C,9,25,1,0.92,0.9285714285714286,1.0,0.6647398543424615,12.0,2.0,0.0,11.0
svm,both_lateral__C,both_lateral,C,10,24,1,0.625,0.6118881118881119,0.5174825174825175,0.6802174118984463,10.0,3.0,6.0,5.0
svm,left_lateral__A,left_lateral,A,1,32,1,0.5625,0.5725490196078431,0.6274509803921569,0.7053571428571428,11.0,4.0,10.0,7.0
svm,left_lateral__A,left_lateral,A,2,30,1,0.6666666666666666,0.6428571428571428,0.9107142857142857,0.7084188560481663,4.0,10.0,0.0,16.0
svm,left_lateral__A,left_lateral,A,3,29,1,0.7931034482758621,0.7976190476190477,0.819047619047619,0.7039708551469319,10.0,5.0,1.0,13.0
