,210,219,249,251,265,271,282,300,313,318
210,6,1,1,4,3,2,3,1,4,0
219,0,12,4,0,0,4,5,2,0,3
249,0,3,20,0,3,3,1,2,0,0
251,1,0,0,19,1,0,0,2,3,1
265,0,0,2,0,15,5,0,0,2,0
271,0,6,3,5,4,0,0,8,2,0
282,1,3,0,1,1,0,6,11,2,0
300,0,6,3,0,0,4,9,6,0,0
313,0,1,0,4,1,0,0,2,21,0
318,0,7,0,0,0,8,1,5,4,3
