,210,219,249,251,265,271,282,300,313,318
210,0,3,0,14,2,0,0,0,6,0
219,0,18,6,0,0,0,0,0,0,6
249,0,16,3,0,8,0,0,0,0,5
251,11,0,0,14,0,0,0,0,1,1
265,0,2,0,0,22,0,0,0,0,0
271,0,0,0,2,1,1,2,0,2,20
282,0,5,0,14,1,0,0,3,2,0
300,0,0,0,0,0,0,1,27,0,0
313,0,0,0,3,2,0,0,0,24,0
318,0,5,6,2,0,4,0,0,0,11
