feature_set,median_drug_transfer,median_ratio_between_over_within,median_ratio_between_over_shared
wPLI,0.04619266651137,0.5070828416632694,10.40930135299665
bandpower,0.5474603520748249,0.8031789204331744,1.3430564374641836
